CA230334_a,CA230334_b,CA230335_a,CA230335_b,CA230337_a,CA230337_b,CA230347_a,CA230347_b,CA230348_a,CA230348_b,CA230354_a,CA230354_b,CA230361_a,CA230361_b,CA230365_a,CA230365_b,CA230366_a,CA230366_b,CA230375_a,CA230375_b,CA230377_a,CA230377_b,CA230378_a,CA230378_b,CA230381_a,CA230381_b,CA230386_a,CA230386_b,CA230387_a,CA230387_b,CA230401_a,CA230401_b,CA230404_a,CA230404_b,CA230411_a,CA230411_b,CA230416_a,CA230416_b,CA230417_a,CA230417_b,CA230422_a,CA230422_b,CA230423_a,CA230423_b,CA230424_a,CA230424_b,CA230428_a,CA230428_b,CA230429_a,CA230429_b,CA230430_a,CA230430_b,CA230715_a,CA230715_b,CA230717_a,CA230717_b,CA230718_a,CA230718_b,CA230724_a,CA230724_b
Capulí,Capulí,Tuza,Tuza,Piartal - 2,Piartal - 2,Piartal - 2,Piartal - 2,Capulí,Capulí,Tuza,Tuza,Piartal - 1,Piartal - 1,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Tuza,Tuza,Piartal - 2,Piartal - 2,Tuza,Tuza,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza,Tuza,Tuza - Red slip,Tuza - Red slip,Tuza,Tuza,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza,Tuza
10.74585,6.94463,5.20152,6.21724,6.2995,5.1235,8.4478,,6.72953,7.7324,6.71639,6.04224,6.89114,7.21581,8.73602,,9.01258,,,,8.23125,8.75327,7.83514,7.65522,8.70466,6.11502,,6.78209,,,5.52008,5.86736,6.53769,7.71246,6.87393,5.61522,5.28278,,5.53483,6.79397,5.55331,6.48778,,,,,4.98584,6.49522,5.62208,6.1347,,,4.69639,6.52424,,,6.17482,6.43269,6.70904,6.04018
10.74719,6.94457,5.28689,6.21742,6.2942,5.1244,8.3661,,6.72922,7.8107,6.71633,6.04219,6.80709,7.30341,8.73854,,9.01211,,,,8.23359,8.66861,7.75089,7.6546,8.60467,6.21365,,6.70149,,,5.52013,5.78421,6.62144,7.62841,6.87391,5.69903,5.36616,,5.61865,6.79416,5.55448,6.40454,,,,,4.98614,6.49562,5.70615,6.13466,,,4.69546,6.44111,,,6.17574,6.51643,6.71104,6.12443
10.66447,6.94551,5.28761,6.21748,6.3001,5.2072,8.3676,,6.64513,7.72466,6.71642,6.04227,6.89093,7.22201,8.65481,,9.01269,,,,8.31846,8.75241,7.83517,7.4867,8.60472,6.01639,,6.61771,,,5.52018,5.86801,6.53664,7.54454,6.87408,5.61556,5.28197,,5.61883,6.79436,5.63902,6.48908,,,,,4.98583,6.49797,5.62247,6.13463,,,4.77956,6.52551,,,6.17606,6.51681,6.71093,6.03974
10.66313,6.86201,5.20327,6.30147,6.2986,5.2911,8.4534,,6.72812,7.72485,6.63226,6.04228,6.80727,7.30642,8.65461,,9.01241,,,,8.31855,8.66839,7.75093,7.48588,8.60475,6.01639,,6.61919,,,5.5202,5.78354,6.53557,7.71205,6.87425,5.61511,5.36545,,5.45068,6.71061,5.55494,6.57342,,,,,4.98582,6.50177,5.70688,6.3027,,,4.69632,6.52542,,,6.09171,6.43296,6.62705,6.12234
10.66218,6.94715,5.20311,6.21608,6.2957,5.208,8.5398,,6.64301,7.63945,6.71597,6.04222,6.80731,7.22214,8.65585,,9.01163,,,,8.31639,8.75159,7.91944,7.56896,8.6052,6.11502,,6.61993,,,5.52023,5.86722,6.61889,7.62756,6.87335,5.78256,5.28109,,5.61833,6.62674,5.63913,6.40489,,,,,5.07031,6.50403,5.79198,6.13462,,,4.69698,6.4425,,,6.17492,6.51597,6.71128,6.12232
10.66224,6.86067,5.20318,6.21499,6.3004,5.1244,8.4586,,6.72797,7.72332,6.71683,5.95842,6.72304,7.30655,8.74184,,9.0959,,,,8.22713,8.6668,7.75036,7.65352,8.60536,5.91776,,6.62013,,,5.52023,5.86746,6.5343,7.54317,6.87234,5.61513,5.36486,,5.61869,6.62572,5.55495,6.40489,,,,,4.98577,6.42021,5.70957,6.30269,,,4.7811,6.52962,,,6.17506,6.43266,6.71229,6.0397
10.83126,6.9396,5.28712,6.21493,6.2953,5.2084,8.4612,,6.72948,7.72368,6.718,6.04174,6.72283,7.2232,8.7425,,9.09596,,,,8.30867,8.66632,7.74873,7.65321,8.50537,5.91776,,6.53637,,,5.43659,5.70004,6.53294,7.62699,6.78753,5.61437,5.28136,,5.53458,6.62139,5.55494,6.57344,,,,,4.98587,6.42097,5.71013,6.13456,,,4.69732,6.53479,,,6.17623,6.43313,6.71295,6.12436
10.74571,6.85118,5.28603,6.2992,6.384,5.2922,8.5484,,6.64543,7.64023,6.71865,6.04213,6.80664,7.30756,8.74245,,9.09689,,,,8.39403,8.66585,7.74761,7.48661,8.6059,5.81913,,6.6141,,,5.52023,5.86779,6.53229,7.71064,6.78795,5.6978,5.1978,,5.53444,6.70284,5.55457,6.40489,,,,,4.90148,6.33714,5.70927,6.21806,,,4.69731,6.62098,,,6.17643,6.60054,6.7128,6.04063
10.83038,6.76691,5.28379,6.21517,6.3826,5.2056,8.5501,,6.64447,7.64032,6.71864,6.04256,6.80698,7.22437,8.6585,,9.09744,,,,8.22654,8.66705,7.8313,7.48684,8.60529,5.91776,,6.53038,,,5.52024,5.78402,6.61634,7.54355,6.87203,5.61421,5.36574,,5.53481,6.70265,5.63724,6.40489,,,,,4.98572,6.50656,5.70836,6.30228,,,4.69764,6.53749,,,6.09193,6.43433,6.62899,6.20842
10.6622,6.85197,5.19737,6.21492,6.3801,5.2077,8.5497,,6.64369,7.64026,6.71838,5.87471,6.80755,7.22575,8.65862,,9.01238,,,,8.22664,8.66503,7.83136,7.65403,8.50456,5.91776,,6.44666,,,5.52024,5.86788,6.61725,7.62729,6.87155,5.53067,5.28182,,5.53511,6.61696,5.63608,6.40489,,,,,5.07044,6.42226,5.79196,6.13435,,,4.61423,6.53742,,,6.17518,6.43538,6.71312,6.12451
10.83321,6.76744,5.28014,6.21493,6.4683,5.1241,8.5499,,6.64337,7.55625,6.80208,6.04279,6.80704,7.31101,8.7429,,9.09585,,,,8.31031,8.66525,7.83108,7.56988,8.60489,5.81913,,6.44666,,,5.52024,5.78404,6.61762,7.62708,6.87148,5.61461,5.19793,,5.6193,6.6158,5.63582,6.40489,,,,,4.98635,6.50608,5.79115,6.30239,,,4.69774,6.53673,,,6.17554,6.43543,6.71328,6.12449
10.75041,6.85153,5.28094,6.13112,6.4632,5.2085,8.5516,,6.64343,7.64017,6.71885,6.04547,6.80676,7.22718,8.65873,,9.09587,,,,8.31221,8.66593,7.74665,7.48583,8.60505,5.81913,,6.44666,,,5.52024,5.78372,6.6176,7.62805,6.87093,5.61426,5.28189,,5.53643,6.5316,5.5517,6.40489,,,,,4.90163,6.33416,5.78985,6.13429,,,4.61342,6.53531,,,6.09245,6.43534,6.71318,6.12447
10.75104,6.84991,5.28202,6.21503,6.4668,5.1236,8.5542,,6.72749,7.55631,6.80393,5.96586,6.80678,7.22706,8.65898,,9.09605,,,,8.22833,8.5808,7.74707,7.48484,8.50543,5.81913,,6.36293,,,5.52024,5.86779,6.61752,7.62903,6.87007,5.61406,5.19795,,5.62122,6.68937,5.63583,6.40489,,,,,4.90155,6.41495,5.78714,6.2183,,,4.61378,6.45173,,,6.17654,6.43529,6.71355,6.12353
10.66538,6.76496,5.28271,6.21515,6.384,5.2084,8.473,,6.72753,7.5559,6.80498,5.96763,6.80685,7.22782,8.65954,,9.18124,,,,8.22712,8.66525,7.91492,7.48312,8.50595,5.7205,,6.27921,,,5.43665,5.78441,6.61748,7.62961,6.87043,5.61399,5.1983,,5.53851,6.68937,5.55175,6.57344,,,,,4.98606,6.24583,5.69976,6.30232,,,4.69774,6.45239,,,6.17738,6.43484,6.54626,6.12232
10.83443,6.84969,5.28309,6.21437,6.3846,5.1238,8.5604,,6.72756,7.55586,6.80512,6.05171,6.72287,7.22857,8.74333,,9.09715,,,,8.39682,8.66333,7.91432,7.5665,8.60571,5.62187,,6.27921,,,5.43614,5.86826,6.61744,7.71394,6.87045,5.61389,5.2824,,5.6226,6.52214,5.71999,6.40488,,,,,4.98641,6.41446,5.78213,6.30232,,,4.61352,6.53613,,,6.17759,6.43497,6.71379,6.12172
10.66511,6.84985,5.19967,6.21512,6.3837,5.2082,8.5614,,6.64338,7.55543,6.72043,6.05209,6.80678,7.1446,8.57527,,9.17958,,,,8.31597,8.66162,7.83026,7.48229,8.6052,,,6.19549,,,5.51772,5.78377,6.61742,7.54623,6.87003,5.61435,5.2825,,5.62239,6.52214,5.63585,6.40442,,,,,4.90296,6.33015,5.61514,6.30232,,,4.61391,6.53654,,,6.17832,6.43542,6.71338,6.03776
10.74984,6.76547,5.28474,6.29873,6.3793,5.2081,8.5611,,6.72758,7.4725,6.80294,5.96911,6.80699,7.22872,8.7453,,9.25873,,,,8.23295,8.4935,7.82993,7.48228,8.60489,,,6.19549,,,5.51605,5.86721,6.70047,7.63009,6.86933,5.53117,5.19936,,5.62237,6.52214,5.71998,6.40158,,,,,5.07353,6.33031,5.78374,6.30212,,,4.69796,6.45361,,,6.1794,6.43537,6.54606,6.1236
10.83412,6.84946,5.36971,6.21498,6.4645,5.2079,8.5617,,6.64346,7.47411,6.80201,6.05486,6.80758,7.2291,8.66417,,,,,,8.40085,8.57839,7.9137,7.48318,8.60519,,,6.11176,,,5.51566,5.8675,6.61409,7.62987,6.95351,5.61524,5.28343,,5.62201,6.43852,5.63587,6.48232,,,,,5.07413,6.41439,5.78424,6.30267,,,4.6135,6.4542,,,6.09643,6.43543,6.71515,6.12605
10.83321,6.7646,5.37087,6.21482,6.3841,5.2908,8.5622,,6.72756,7.47556,6.88608,5.97247,6.80705,7.22893,8.751,,,,,,8.31719,8.66234,7.82937,7.48209,8.50524,,,6.02804,,,5.51647,5.86811,6.61184,7.54529,6.87001,5.61565,5.19922,,5.70544,6.52214,5.55176,6.48091,,,,,5.07406,6.24512,5.78371,6.38746,,,4.78142,6.4545,,,6.17966,6.35177,6.71632,6.04185
10.747,6.76458,5.37151,6.21554,6.3803,5.1237,8.4783,,6.64342,7.47362,6.71842,5.973,6.89076,7.14434,8.66778,,,,,,8.31949,8.66133,7.91363,7.48255,8.50525,,,6.02804,,,5.43493,5.78437,6.61093,7.62827,6.95324,5.61523,5.19917,,5.70531,6.52214,5.71999,6.48064,,,,,4.98942,6.24525,5.78371,6.30255,,,4.69816,6.45464,,,6.09611,6.43517,6.6336,6.12474
10.74529,6.76402,5.20344,6.21569,6.3848,5.2084,8.6464,,6.64352,7.38964,6.71962,6.05596,6.8064,7.14383,8.75194,,,,,,8.32235,8.57723,7.82894,7.48328,8.6058,,,6.02804,,,5.51971,5.86804,6.61083,7.62694,6.86942,5.69729,5.28296,,5.62146,6.3549,5.55174,6.48066,,,,,4.98946,6.24564,5.78385,6.38591,,,4.69866,6.45461,,,6.17989,6.43543,6.6338,6.12421
10.74516,6.67918,5.37087,6.21542,6.3819,5.2903,8.5622,,6.55945,7.30622,6.80504,5.97149,6.80549,7.14352,8.66842,,,,,,8.4091,8.57697,7.82782,7.48275,8.6046,,,5.94432,,,5.51966,5.78424,6.61215,7.54198,6.86958,5.61242,5.11526,,5.622,6.43852,5.72,6.48072,,,,,4.98946,6.32993,5.78356,6.30187,,,4.61506,6.45476,,,6.17993,6.35161,6.71716,6.12399
10.74833,6.76424,5.28678,6.29933,6.3814,5.2078,8.6457,,6.64347,7.30678,6.8052,5.97167,6.88938,7.14343,8.66976,,,,,,8.4094,8.57574,7.82809,7.48353,8.49984,,,5.8606,,,5.43812,5.86791,6.61268,7.54267,6.86909,5.69576,5.28309,,5.62248,6.43852,5.63588,6.56484,,,,,4.98946,6.24574,5.7833,6.47005,,,4.53143,6.45709,,,6.17985,6.43467,6.63284,6.2078
10.75035,6.6802,5.37087,6.21572,6.3841,5.2079,8.5621,,6.64354,7.3913,6.72128,5.97168,6.88913,7.14339,8.7551,,,,,,8.32594,8.57618,7.82815,7.48217,8.4964,,,,,,5.52552,5.78369,6.61289,7.54233,6.86871,5.61186,5.11515,,,6.3549,5.63584,6.47963,,,,,4.98944,6.24612,5.78397,6.38611,,,4.7001,6.45944,,,6.1795,6.43433,6.71682,6.12408
10.75063,6.68047,5.28684,6.21574,6.3844,5.1232,8.6454,,6.64355,7.22252,6.88926,6.05582,6.80306,7.14366,8.75511,,,,,,8.40967,8.57689,7.91209,7.48032,8.49566,,,,,,5.52764,5.86735,6.6977,7.54245,6.86907,5.61181,5.11487,,,6.3549,5.63582,6.55962,,,,,5.07399,6.24614,5.78501,6.38616,,,4.70114,6.45965,,,6.26296,6.43347,6.63289,6.12403
10.75087,6.68061,5.37041,6.13179,6.3827,5.124,8.6442,,6.7274,7.307,6.72129,5.97175,6.88557,7.22805,8.75583,,,,,,8.40677,8.57702,7.91232,7.39625,8.49523,,,,,,5.5283,5.86796,6.61467,7.54306,6.95226,5.61176,5.11481,,,6.3549,5.63577,6.47127,,,,,4.98946,6.33063,5.78607,6.38618,,,4.70136,6.5429,,,6.17965,6.43252,6.63288,6.2075
10.66663,6.68067,5.28677,6.29987,6.3843,5.2083,8.6434,,6.64285,7.30576,6.80529,5.88764,6.80082,7.14387,8.67377,,,,,,8.4078,8.57722,7.9962,7.39618,8.59472,,,,,,5.52812,5.78464,6.69865,7.54252,6.95169,5.61083,5.19868,,,6.3549,5.63647,6.55367,,,,,4.90488,6.24639,5.78767,6.38596,,,4.70133,6.62682,,,6.17893,6.43167,6.71681,6.12347
10.83601,6.59613,5.37039,6.21567,6.3815,5.1244,8.559,,6.64238,7.30264,6.72177,6.05508,6.88524,7.22747,8.76043,,,,,,8.49458,8.57753,7.91116,7.3965,8.49474,,,,,,5.44544,5.8684,6.61499,7.6263,6.86876,5.61039,5.1147,,,6.3549,5.55432,6.55318,,,,,4.90489,6.33071,5.87332,6.46976,,,4.70153,6.45951,,,6.17876,6.43076,6.63282,6.12405
10.66671,6.6807,5.45449,6.2157,6.4652,5.0402,8.7268,,6.64151,7.21872,6.72342,5.97041,6.9697,7.14363,8.67671,,,,,,8.41091,8.5767,7.90882,7.3967,8.49488,,,,,,5.44729,5.70059,6.69876,7.54299,6.86985,5.61022,5.11465,,,,5.63992,6.46904,,,,,4.98945,6.2462,5.707,6.4678,,,4.70164,6.54366,,,6.17959,6.51368,6.71674,6.12461
10.83596,6.6807,5.37146,6.21617,6.3846,5.1221,8.7284,,6.55676,7.21597,6.80865,5.97045,6.88574,7.14365,8.67648,,,,,,8.4111,8.57815,7.90648,7.48083,8.59416,,,,,,5.36418,5.86814,6.69878,7.5427,6.95385,5.60921,5.1146,,,,5.55632,6.46901,,,,,4.98942,6.33062,5.792,6.466,,,4.70165,6.54445,,,6.18083,6.34602,6.71694,6.12451
10.66698,6.59614,5.37246,6.30024,6.4639,5.1234,8.6464,,6.64041,7.21112,6.89242,5.97048,6.88561,7.05959,8.67549,,,,,,8.41005,8.57832,7.99009,7.39646,8.49349,,,,,,5.44796,5.8681,6.61507,7.62586,6.87006,5.60925,5.11448,,,,5.64075,6.55302,,,,,4.98938,6.24623,5.79201,6.54916,,,4.70179,6.54548,,,6.26549,6.51222,6.71614,6.20824
10.75157,6.68111,5.37271,6.30061,6.4652,5.0401,8.6457,,6.55565,7.10877,6.72418,5.9707,6.88552,7.22757,8.67412,,,,,,8.32584,8.5764,7.90583,7.3966,8.59297,,,,,,5.44617,5.78432,6.69887,7.45812,6.95383,5.52484,5.03112,,,,5.55664,6.46901,,,,,4.90515,6.24624,5.87557,6.54909,,,4.7023,6.5455,,,6.18249,6.42826,6.71447,6.12415
10.66802,6.59708,5.37222,6.21674,6.4675,5.0393,8.7277,,6.63917,7.19241,6.89231,5.97057,6.88547,7.14358,8.6735,,,,,,8.32677,8.57587,7.98984,7.31217,8.5936,,,,,,5.52778,5.86781,6.53253,7.54177,6.87003,5.6084,5.11574,,,,5.55669,6.46901,,,,,4.99058,6.24608,5.79156,6.54859,,,4.7862,6.54522,,,6.18247,6.2608,6.62844,6.20834
10.75599,6.59744,5.37114,6.21676,6.5523,5.1239,8.6415,,6.55664,7.02514,6.89287,5.97043,6.96942,7.1435,8.67357,,,,,,8.4111,8.57583,7.82047,7.39535,8.49469,,,,,,5.44346,5.70025,6.70154,7.54171,6.87023,5.52604,5.11644,,,,5.55669,6.63703,,,,,4.99082,6.24358,5.8756,6.54736,,,4.70185,6.46144,,,6.26577,6.42754,6.6277,6.20932
10.75774,6.5977,5.28583,6.30214,6.38,5.1243,8.7249,,6.55833,7.19241,6.89342,5.97064,6.96941,7.14395,8.6736,,,,,,8.41175,8.57508,7.98708,7.31106,8.59489,,,,,,5.52728,5.86814,6.61871,7.45737,6.87144,5.69437,4.94962,,,,5.5567,6.63703,,,,,4.90622,6.23928,5.87658,6.54697,,,4.70145,6.54525,,,6.26561,6.42784,6.71221,6.12514
10.67302,6.59772,5.28487,6.2198,6.3773,5.2084,8.7251,,6.64258,7.10877,6.89346,5.9705,6.9694,7.05996,8.75755,,,,,,8.33136,8.48643,7.90302,7.31104,8.39502,,,,,,5.4437,5.78433,6.70361,7.54155,6.87326,5.61144,5.11811,,,,5.72509,6.55302,,,,,4.99078,6.15401,5.87798,6.54701,,,4.78574,6.54563,,,6.26615,6.34433,6.71232,6.20818
10.67301,6.59988,5.36854,6.30326,6.4662,5.1245,8.8089,,6.55843,7.10877,6.72536,5.97082,6.88544,7.05963,8.67245,,,,,,8.24879,8.48033,7.98975,7.22689,8.49473,,,,,,5.44382,5.7843,6.62059,7.45761,6.95883,5.52839,5.11807,,,,5.55666,6.63703,,,,,4.99085,6.15372,5.8784,6.46326,,,4.78583,6.62997,,,6.26593,6.42827,6.79591,6.12414
10.67252,6.51746,5.3688,6.21933,6.5526,5.2085,8.8074,,6.55825,7.02514,6.89331,6.05579,6.9694,7.05954,8.67133,,,,,,8.41663,8.47471,7.9934,7.225,8.49427,,,,,,5.44387,5.7843,6.6215,7.4578,6.87544,5.69611,4.9502,,,,5.72509,6.63703,,,,,4.99081,6.15378,5.87813,6.54875,,,4.78548,6.54655,,,6.18222,6.51272,6.71209,6.12427
10.75684,6.60235,5.37001,6.13509,6.4656,5.1244,8.7211,,6.55806,6.94151,6.80908,5.97164,6.88534,7.0597,8.67187,,,,,,8.41618,8.55256,7.9959,7.30794,8.39464,,,,,,5.44391,5.78428,6.53841,7.45725,6.87497,5.61238,5.11798,,,,5.55767,6.55302,,,,,4.90623,6.15291,5.87817,6.54973,,,4.70142,6.63138,,,6.26583,6.34574,6.62791,6.20825
10.75746,6.51742,5.28815,6.30384,6.4629,5.1228,8.7198,,6.55846,6.94151,6.8932,5.88738,6.9698,7.05971,8.67387,,,,,,8.3319,8.54051,7.91208,7.3102,8.59466,,,,,,5.36016,5.86811,6.62264,7.37328,6.95874,5.52862,4.95012,,,,5.55855,6.63703,,,,,4.99083,6.15241,5.87775,6.54977,,,4.70095,6.54749,,,6.26576,6.34586,6.71109,6.12442
10.75786,6.4325,5.37309,6.30365,6.4685,5.1222,8.7198,,6.55881,6.94151,6.8925,5.8874,6.97107,7.14267,8.75909,,,,,,8.41625,8.45678,7.91208,7.31058,8.59397,,,,,,5.36016,5.78426,6.53897,7.37452,7.04248,5.61239,4.95021,,,,5.64295,6.63703,,,,,4.9908,6.06826,5.87731,6.63238,,,4.78439,6.54828,,,6.18302,6.3464,6.70975,6.20833
10.67277,6.43206,5.37246,6.21857,6.3807,5.1245,8.6359,,6.55823,7.02514,6.89209,5.97156,6.97167,7.05617,8.75918,,,,,,8.33197,8.45678,7.91213,7.31034,8.39447,,,,,,5.36017,5.8683,6.70591,7.45853,6.9586,5.52862,5.11815,,,,5.55873,6.63703,,,,,4.90625,5.98552,5.87794,6.71525,,,4.78464,6.46678,,,6.18461,6.3461,6.70939,6.12424
10.67235,6.51705,5.37158,6.30026,6.4676,5.1231,8.7192,,6.55841,6.85787,6.8922,5.97152,6.88778,7.13894,8.75923,,,,,,8.33214,8.45678,7.91218,7.22733,8.59512,,,,,,5.44393,5.78415,6.62127,7.45824,6.95923,5.52862,5.03424,,,,5.64293,6.63703,,,,,4.99079,6.07262,5.79522,6.63046,,,4.78461,6.63529,,,6.18574,6.34586,6.70947,6.20855
10.67191,6.43216,5.45537,6.21423,6.467,5.1238,8.802,,6.47441,6.94151,6.8036,5.8874,6.88775,7.13949,8.75936,,,,,,8.33028,8.37305,7.82801,7.22746,8.49589,,,,,,5.44376,5.78378,6.62086,7.43556,6.95922,5.61238,4.95034,,,,5.55775,6.63703,,,,,4.90625,5.98864,5.88108,6.71277,,,4.7008,6.55143,,,6.18594,6.34591,6.79339,6.20934
10.67137,6.43203,5.28841,6.29796,6.3791,5.1243,8.7161,,6.47414,6.85787,6.8009,6.05567,6.88773,7.05577,8.84365,,,,,,8.32766,8.45678,7.91174,7.30848,8.49761,,,,,,5.44391,5.78372,6.61996,7.43556,6.95871,5.44485,5.11837,,,,5.64064,6.63704,,,,,4.9908,6.07308,5.79758,6.54441,,,4.61729,6.63599,,,6.26956,6.3458,6.71053,6.12599
10.67187,6.60087,5.37294,6.2977,6.4661,5.2085,8.632,,6.55804,6.85787,6.88499,5.97153,6.80372,7.22341,8.75914,,,,,,8.32784,8.37305,7.9098,7.30658,8.49953,,,,,,5.44566,5.70053,6.70279,7.43556,7.04227,5.61239,4.95108,,,,5.64007,6.72158,,,,,4.99083,5.98862,5.88128,6.62816,,,4.78511,6.63589,,,6.18584,6.3459,6.71243,6.21121
10.67259,6.42776,5.37281,6.29816,6.5522,5.2084,8.8007,,6.4744,6.85787,6.80195,5.88739,6.88771,7.05537,8.84267,,,,,,8.3278,8.28932,7.9069,7.30733,8.50131,,,,,,5.53129,5.70087,6.53498,7.35202,6.95852,5.44485,4.95156,,,,5.63893,6.55665,,,,,4.9062,6.07279,5.88155,6.62658,,,4.78505,6.63573,,,6.26931,6.42985,6.62966,6.21231
10.75663,6.42529,5.37295,6.21447,6.5519,5.1244,8.8009,,6.64252,,6.80236,6.05563,6.97249,7.05543,8.84256,,,,,,8.32824,8.37305,7.82121,7.22177,8.50243,,,,,,5.36301,5.78455,6.70321,7.35202,6.95846,5.52862,4.95128,,,,5.63763,6.55934,,,,,4.99079,5.9889,5.79731,6.62548,,,4.78531,6.63603,,,6.2694,6.34684,6.62978,6.21227
10.67115,6.34069,5.37288,6.29802,6.4657,5.2085,8.8843,,6.55802,,6.80235,5.97147,6.88966,7.13978,8.84257,,,,,,8.32843,8.45678,7.90515,7.30196,8.50196,,,,,,5.3609,5.70065,6.70371,7.26847,6.95845,5.44489,4.95056,,,,5.5533,6.55909,,,,,4.99041,6.15814,5.88151,6.7089,,,4.78536,6.55261,,,6.26952,6.34712,6.71314,6.12926
10.67133,6.42538,5.45618,6.29742,6.3004,5.1245,8.7155,,6.55822,,6.88712,5.9715,6.97257,7.05653,8.67403,,,,,,8.41253,8.45678,7.90572,7.21329,8.50071,,,,,,5.35978,5.70067,6.61982,7.35202,6.95842,5.52867,4.95017,,,,5.63759,6.64305,,,,,4.90511,5.98932,5.79737,6.79392,,,4.78537,6.63757,,,6.18584,6.43123,6.7124,6.21429
10.67175,6.42591,5.54031,6.29746,6.3823,5.2085,8.7977,,6.47441,,6.80401,6.05668,6.97245,7.0578,8.8428,,,,,,8.24446,8.45678,7.90777,7.21145,8.5,,,,,,5.35969,5.70012,6.7025,7.35202,6.95806,5.44477,4.95022,,,,5.63774,6.64353,,,,,4.90425,5.98914,5.88116,6.71102,,,4.70158,6.72193,,,6.1866,6.34805,6.71236,6.13083
10.67186,6.42631,5.37315,6.12979,6.4677,5.04,8.7958,,6.4742,,6.888,5.88883,6.89099,7.05927,8.75851,,,,,,8.32861,8.37305,7.91043,7.12816,8.50036,,,,,,5.35983,5.78364,6.53471,7.26847,6.95809,5.52854,4.95029,,,,5.55347,6.72805,,,,,4.98789,5.98915,5.88189,6.71124,,,4.78647,6.63748,,,6.27077,6.34797,6.79643,6.13102
10.67143,6.34146,5.4574,6.29733,6.4685,5.2055,8.7101,,6.55653,,6.88795,5.8888,6.97691,7.05981,8.84209,,,,,,8.32712,8.37305,7.91168,7.29452,8.50337,,,,,,5.35994,5.78386,6.61876,7.26847,6.87393,5.36101,5.03419,,,,5.63813,6.64382,,,,,4.90282,5.90398,5.79901,6.794,,,4.70345,6.63757,,,6.27077,6.43009,6.71273,6.04718
10.67178,6.42565,5.45748,6.29693,6.3847,5.2078,8.7935,,6.55351,,6.80414,5.88879,6.89286,7.05849,8.84137,,,,,,8.32424,8.37305,7.82699,7.29352,,,,,,,5.36,5.61675,6.61901,7.26847,6.95697,5.44487,5.03417,,,,5.55495,6.64192,,,,,4.90284,5.90452,5.88374,6.79276,,,4.70378,6.55344,,,6.27064,6.34398,6.71286,6.04621
10.67214,6.34025,5.45764,6.21342,6.3847,5.2078,8.7122,,6.55287,,6.88943,5.97286,6.97748,7.05753,8.75678,,,,,,8.49369,8.37305,7.90998,7.21162,,,,,,,5.36003,5.7846,6.61914,7.35202,6.95688,5.36017,5.03421,,,,5.63854,6.63924,,,,,4.90295,5.90512,5.8834,6.70863,,,4.70376,6.55349,,,6.27063,6.34362,6.79735,6.12975
10.67181,6.42181,5.37427,6.21257,6.3828,5.2073,8.7151,,6.55282,,6.89077,5.88815,6.97781,7.14173,8.84023,,,,,,8.32821,,7.90874,7.12865,,,,,,,5.36005,5.78401,6.70301,7.26847,6.95695,5.44316,5.03419,,,,5.55361,6.72447,,,,,4.98749,5.90527,5.88248,6.79254,,,4.70366,6.63781,,,6.26988,6.34346,6.71372,6.21398
10.67178,6.41844,5.45819,6.29452,6.4618,5.208,8.719,,6.6368,,6.89071,5.97098,6.89375,7.05777,8.75527,,,,,,8.32872,,7.99141,7.12823,,,,,,,5.27631,5.69976,6.53544,7.26847,6.87333,5.3595,5.03383,,,,5.6377,6.72507,,,,,4.90272,5.89,5.88136,6.7088,,,4.78765,6.63748,,,6.26924,6.34334,6.62969,6.04496
10.75609,6.33237,5.45776,6.29384,6.4626,5.2084,8.7251,,6.553,,6.8907,5.88731,6.97781,7.14179,8.83933,,,,,,8.41155,,7.82252,7.04491,,,,,,,5.36006,5.78373,6.70305,7.26847,6.87286,5.35833,4.9495,,,,5.63781,6.63945,,,,,4.98685,5.80586,5.96527,6.87755,,,4.70367,6.63743,,,6.26923,6.17615,6.79668,6.12775
10.67049,6.4162,5.54086,6.29476,6.6346,5.2085,8.7316,,6.63723,,6.8908,5.88869,7.14555,7.1418,8.75526,,,,,,8.40889,,7.90723,7.12876,,,,,,,5.27652,5.70014,6.53547,7.26847,6.87284,5.3574,5.03335,,,,5.63799,6.72291,,,,,4.90229,5.97414,5.96573,6.79664,,,4.70368,6.63784,,,6.26921,6.34203,6.79619,6.04316
10.67124,6.41595,5.45656,6.21007,6.5524,5.0401,8.8194,,6.55334,,6.89085,5.97297,6.97555,6.97399,8.75478,,,,,,8.32471,,7.82388,7.04436,,,,,,,5.27599,5.70031,6.70306,,6.95701,5.35845,5.03323,,,,5.63783,6.80685,,,,,4.90227,5.89,5.96485,6.88302,,,4.78767,6.72155,,,6.18562,6.25819,6.79619,6.04222
10.67195,6.33059,5.54108,6.20994,6.5528,5.1219,8.8199,,6.63742,,6.89073,5.88871,7.05875,7.05912,8.75425,,,,,,8.41013,,7.99229,7.04366,,,,,,,5.27439,5.70037,6.53545,,6.95688,5.35849,4.94961,,,,5.55319,6.6388,,,,,4.9022,5.80586,5.8789,6.80026,,,4.70366,6.63744,,,6.35234,6.17503,6.71271,6.12533
