CA230334_a,CA230334_b,CA230335_a,CA230335_b,CA230337_a,CA230337_b,CA230347_a,CA230347_b,CA230348_a,CA230348_b,CA230354_a,CA230354_b,CA230361_a,CA230361_b,CA230365_a,CA230365_b,CA230366_a,CA230366_b,CA230375_a,CA230375_b,CA230377_a,CA230377_b,CA230378_a,CA230378_b,CA230381_a,CA230381_b,CA230386_a,CA230386_b,CA230387_a,CA230387_b,CA230401_a,CA230401_b,CA230404_a,CA230404_b,CA230411_a,CA230411_b,CA230416_a,CA230416_b,CA230417_a,CA230417_b,CA230422_a,CA230422_b,CA230423_a,CA230423_b,CA230424_a,CA230424_b,CA230428_a,CA230428_b,CA230429_a,CA230429_b,CA230430_a,CA230430_b,CA230715_a,CA230715_b,CA230717_a,CA230717_b,CA230718_a,CA230718_b,CA230724_a,CA230724_b
Capulí,Capulí,Tuza,Tuza,Piartal - 2,Piartal - 2,Piartal - 2,Piartal - 2,Capulí,Capulí,Tuza,Tuza,Piartal - 1,Piartal - 1,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Tuza,Tuza,Piartal - 2,Piartal - 2,Tuza,Tuza,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza,Tuza,Tuza - Red slip,Tuza - Red slip,Tuza,Tuza,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza,Tuza
9.48312,10.74636,6.1298,5.87796,4.7883,6.4668,6.8077,6.9699,8.57595,6.88919,5.87543,6.38885,7.30298,7.22808,8.3281,6.99311,7.33843,7.07581,8.74403,7.22469,8.3191,8.49504,7.06558,9.50073,9.00875,8.61128,9.10066,7.4511,9.32104,8.90896,6.20711,5.60806,6.11896,6.36998,5.61772,6.03821,4.6951,5.52859,6.71009,5.03319,6.14435,5.97794,4.91746,6.17177,6.02238,4.60783,5.49693,6.1648,6.12008,5.03828,4.49651,7.32436,6.04558,6.46891,6.06237,5.21154,6.09778,5.76041,5.79651,6.04757
9.3988,10.83087,6.12968,5.79395,4.8726,6.5507,6.8915,7.0541,8.66097,6.88885,5.87522,6.30483,7.3044,7.22817,8.24442,6.98939,7.33842,7.15875,8.66282,7.22469,8.40161,8.49504,7.06593,9.41666,9.10897,8.81096,8.93295,7.45106,9.32303,8.90911,6.20709,5.60816,6.20276,6.37003,5.70154,5.87041,4.77909,5.44485,6.71088,4.94949,6.31271,6.06213,4.83395,6.17177,6.02237,4.60782,5.49693,6.24955,6.20496,4.95608,4.49664,7.15814,6.12883,6.4682,6.06237,5.29563,6.01435,5.7603,5.88055,5.96265
9.39902,10.74626,6.04573,5.87789,4.788,6.3838,6.8916,6.9691,8.57611,6.89002,5.79163,6.38813,7.22227,7.14344,8.32841,6.98654,7.33842,7.15816,8.66439,7.14075,8.31676,8.49515,7.15033,9.50204,9.10904,8.6098,9.01577,7.5347,9.23873,8.90895,6.20712,5.60766,6.11888,6.37025,5.70153,5.95441,4.69551,5.44468,6.71102,5.03342,6.22856,6.06206,4.91671,6.25509,6.02398,4.60802,5.66658,6.16537,6.20512,4.95689,4.49678,7.15809,6.04397,6.46813,5.97818,5.21156,6.18066,5.76024,5.88073,6.04526
9.39879,10.7455,6.12912,5.79386,4.7844,6.5527,6.8075,7.0524,8.57572,6.89139,5.87486,6.38726,7.22319,7.22672,8.32765,6.9858,7.33842,7.07399,8.66491,7.14192,8.39964,8.58038,7.15106,9.50235,9.10906,8.60975,9.09943,7.36758,9.23898,8.99283,6.20711,5.60787,6.20195,6.37015,5.70159,5.87043,4.69549,5.44445,6.79496,5.03339,6.1444,6.06242,5.0006,6.17158,6.02483,4.60814,5.49837,6.0805,6.12092,4.95675,4.49672,7.2408,6.04536,6.55234,5.97822,5.29609,6.09606,5.67679,5.88134,5.87704
9.48353,10.74589,6.21288,5.79396,4.7881,6.4642,6.8074,6.969,8.65978,6.97527,5.87547,6.38804,7.13929,7.05844,8.41118,6.98576,7.42276,7.07377,8.66503,7.14368,8.3986,8.41332,7.23436,9.4164,9.00879,8.70997,9.01586,7.45135,9.32397,8.99222,6.20769,5.60772,6.11571,6.37079,5.6177,5.95428,4.77961,5.36133,6.79489,5.0334,6.31271,6.06357,4.91776,6.25498,6.02429,4.52402,5.49879,6.24951,6.1223,4.95701,4.49632,7.24116,6.04732,6.55262,5.97816,5.29749,6.09617,5.76029,5.88199,6.045
9.48343,10.74594,6.21277,5.79453,4.787,6.544,6.8079,6.9696,8.57574,6.80626,5.79323,6.47358,7.22299,7.22605,8.32701,7.06999,7.33842,7.07359,8.66393,7.22918,8.39828,8.49798,7.06793,9.49995,9.10876,8.71018,9.01578,7.36732,9.23973,8.99028,6.20872,5.60761,6.11333,6.3714,5.70189,5.95466,4.78002,5.44597,6.7947,4.9492,6.2285,6.06327,4.91751,6.17168,5.9418,4.60784,5.66796,6.16541,6.12435,4.95715,4.49641,7.15756,6.04818,6.46805,5.97699,5.29772,6.0957,5.75948,5.88201,5.877
9.4829,10.82981,6.04324,5.79466,4.7872,6.5522,6.8088,6.97,8.65983,6.89061,5.79423,6.39045,7.13785,7.14114,8.32684,6.98586,7.42277,7.15824,8.66243,7.22911,8.48204,8.4982,7.06879,9.41604,9.10964,8.71019,9.09929,7.3674,9.32289,8.98941,6.20923,5.69166,6.11222,6.28677,5.70231,6.03883,4.78029,5.52951,6.71087,4.94825,6.22875,6.06136,4.83408,6.25463,6.02772,4.60802,5.49879,6.16575,6.12493,4.95695,4.57993,7.15771,6.04808,6.55063,5.97467,5.29643,6.0955,5.75991,5.71385,5.95984
9.48337,10.74512,6.12583,5.87851,4.7881,6.4655,6.8933,6.9694,8.57583,6.80653,5.79449,6.39052,7.30434,7.14101,8.41362,6.90171,7.33814,7.15775,8.66197,7.14062,8.31406,8.49827,7.15317,9.50011,8.91019,8.71003,9.01527,7.36776,9.32289,9.07417,6.20921,5.60772,6.19552,6.37045,5.70181,5.87144,4.69653,5.52838,6.71105,5.0316,6.23097,5.97598,4.91777,6.25358,5.9449,4.60798,5.49883,6.16664,6.12512,5.04098,4.49685,7.24213,6.04772,6.46557,5.97352,5.29492,6.17919,5.76035,5.8819,5.95764
9.48323,10.66106,6.12742,5.7946,4.8723,6.4644,6.8092,6.969,8.66168,6.89048,5.96222,6.30632,7.21908,7.22518,8.33347,7.07006,7.42082,7.07275,8.74613,7.29884,8.39765,8.49946,7.23736,9.49985,9.11042,8.61001,9.01573,7.53506,9.32317,8.99059,6.04135,5.60794,6.02791,6.37155,5.70153,6.03923,4.78014,5.44427,6.71091,4.9477,6.14982,6.05975,5.00117,6.25381,6.02863,4.52424,5.66799,6.16681,6.12519,4.95701,4.58038,7.32721,6.04594,6.54935,6.05761,5.29327,6.17926,5.76036,5.88167,5.95545
9.48294,10.74514,6.12878,5.71076,4.8722,6.3827,6.8932,7.0535,8.57797,6.97521,5.79425,6.39006,7.30126,7.14095,8.41804,7.07007,7.41855,7.24175,8.66216,7.2101,8.39793,8.50053,7.15289,9.49985,9.00917,8.60998,9.01248,7.36732,9.40723,9.07476,6.12423,5.69143,6.1953,6.37272,5.61767,5.95519,4.69616,5.44552,6.71084,5.03165,6.15146,6.05975,4.91835,6.17174,6.0285,4.60761,5.4982,6.16653,6.12377,4.95743,4.4972,7.24644,5.96062,6.54921,6.05902,5.29285,6.09594,5.67679,5.71294,5.87079
9.56741,10.65929,6.12866,5.7949,4.8703,6.552,6.8092,7.0533,8.66279,6.97543,5.79445,6.30467,7.13197,7.22483,8.41712,6.90175,7.41746,7.15827,8.74634,7.21066,8.314,8.50079,7.06893,9.58469,9.00836,8.80936,9.01337,7.36761,9.32392,8.99049,6.20705,5.60686,6.02783,6.28908,5.78538,6.03755,4.69646,5.36263,6.711,4.9478,6.15187,6.05883,4.83595,6.25681,5.94467,4.60663,5.58169,6.2514,6.0375,4.95722,4.58045,7.1636,5.96035,6.54841,5.97707,5.20931,6.09736,5.84368,5.79637,5.87107
9.39798,10.65853,6.1283,5.79571,4.9532,6.4686,6.8932,7.0527,8.58055,6.80666,5.79633,6.3034,7.13177,7.22523,8.41643,7.07007,7.41823,7.24259,8.66226,7.21169,8.40242,8.41662,7.15329,9.41859,9.10853,8.70777,9.01949,7.36776,9.40906,8.99056,6.12308,5.60597,6.11147,6.37235,5.70185,6.03569,4.69622,5.53004,6.71104,5.0317,6.23525,6.14159,4.92018,6.17467,6.02836,4.5222,5.58038,6.16682,6.12019,5.04019,4.49753,7.2451,6.12819,6.54708,5.89396,5.12654,6.18224,5.67668,5.88036,5.87198
9.56727,10.65906,6.12834,5.79759,4.8722,6.3846,6.8092,7.0525,8.58168,6.89008,5.79633,6.30335,7.21693,7.22568,8.41599,7.07007,7.50509,7.15815,8.83058,7.21191,8.32896,8.50077,7.23787,9.50407,9.00868,8.70616,9.02112,7.36747,9.32609,8.99039,6.12322,5.60628,6.19615,6.37234,5.7035,5.95137,4.78007,5.44592,6.71083,4.94857,6.23201,6.05695,4.92056,6.17451,6.11207,4.43837,5.49448,6.16693,6.12023,4.8715,4.49787,7.24301,5.96024,6.54589,5.89413,5.21285,6.09892,5.76014,5.79647,5.87337
9.48176,10.74369,6.12866,5.71463,4.8707,6.4687,6.8092,7.0528,8.6663,6.80626,5.88037,6.38722,7.13383,7.30984,8.41614,6.98592,7.4223,7.07345,8.66177,7.12776,8.41979,8.41671,7.15301,9.58828,9.10894,8.80628,8.93887,7.45151,9.41111,9.07442,6.20707,5.5248,6.11361,6.37269,5.78841,6.03545,4.69664,5.36193,6.62696,5.03299,6.22927,6.05688,4.8367,6.17426,6.02836,4.6058,5.57846,6.16683,6.03616,4.87159,4.49808,7.15741,5.96042,6.54639,5.89413,5.21413,6.09899,5.67666,5.79648,5.95909
9.39721,10.6576,6.12861,5.7978,4.8716,6.3846,6.893,7.136,8.66649,6.89017,5.796,6.3866,7.21768,7.14223,8.41603,6.98592,7.42282,7.15778,8.82891,7.21213,8.3368,8.58648,7.1543,9.50432,9.00883,8.80622,8.94114,7.45214,9.41264,8.98996,6.20701,5.61106,6.11393,6.28874,5.70471,6.03525,4.61268,5.44556,6.71143,4.9484,6.22844,6.05689,5.00355,6.17436,5.94485,4.52229,5.57852,6.16661,6.11974,4.95641,4.49812,7.15512,6.12977,6.54637,5.89329,5.21451,6.18264,5.76032,5.79647,5.96035
9.56624,10.74065,6.04454,5.71336,4.8722,6.2992,6.8078,7.0509,8.66657,6.89013,5.79593,6.38718,7.04999,7.22636,8.41604,7.07008,7.42298,7.07396,8.74467,7.29721,8.33683,8.42129,7.15511,9.42212,8.9086,8.60611,9.02471,7.36846,9.41431,9.07359,6.12252,5.52766,6.1977,6.28921,5.70477,6.03509,4.69614,5.52896,6.7127,5.03169,6.31251,6.05692,5.00346,6.17468,6.11204,4.60628,5.49408,6.16705,6.11995,4.87294,4.4978,7.15384,5.9621,6.54497,5.89095,5.13039,6.09906,5.75961,5.7965,5.95999
9.4811,10.65517,6.12849,5.88146,4.9565,6.3773,6.891,6.9676,8.58245,6.88979,5.7125,6.3038,7.21769,7.14225,8.41608,7.07008,7.42303,7.15756,8.74494,7.21284,8.33682,8.50777,7.23828,9.42958,9.00953,8.80605,8.94232,7.36831,9.41591,9.07427,6.20498,5.52758,6.03017,6.3734,5.78877,5.95167,4.69637,5.44509,6.63004,4.94773,6.14422,6.05691,5.00304,6.17476,6.11059,4.43853,5.57847,6.16695,6.11826,4.95696,4.49789,7.23576,5.96207,6.54409,5.97363,5.21508,6.09905,5.6761,5.88052,5.95843
9.56572,10.65468,6.21273,5.79826,4.8727,6.3784,6.8071,7.0529,8.66661,6.88925,5.71087,6.30383,7.21685,7.2262,8.41622,6.90175,7.50741,7.15731,8.74516,7.21197,8.3369,8.50864,7.23819,9.51962,9.10962,8.80604,8.94493,7.45205,9.50187,9.0741,6.12038,5.69525,6.1139,6.28927,5.78877,6.03567,4.69693,5.44625,6.71423,4.94777,6.22843,6.05692,4.91907,6.17472,6.02626,4.52238,5.57797,6.16652,6.11807,4.8729,4.49801,7.23432,5.96208,6.54402,5.97346,5.2998,6.09902,5.67667,5.79673,5.8728
9.47979,10.65368,6.12877,5.71469,4.8679,6.3846,6.8919,7.053,8.5824,6.97423,5.7919,6.38793,7.21622,7.22616,8.41625,7.07008,7.42306,7.1587,8.74528,7.12802,8.33765,8.50895,7.15349,9.43648,9.0088,8.70611,8.94664,7.45207,9.41985,9.07273,6.12041,5.61143,6.03013,6.37315,5.70484,5.868,4.61306,5.44711,6.54562,4.94781,6.22844,5.9728,4.91904,6.17459,6.0266,4.52263,5.49279,6.16558,6.1222,4.87285,4.49768,7.23458,6.04597,6.54381,5.9735,5.21548,6.09691,5.84375,5.71338,5.87122
9.39548,10.65133,6.1278,5.71348,5.0382,6.2957,6.8933,6.9687,8.66783,6.89074,5.7909,6.30374,7.04857,7.22612,8.41654,7.07007,7.50743,7.07481,8.74535,7.21258,8.33711,8.50906,7.23869,9.43685,9.20888,8.70591,8.94742,7.36825,9.4216,9.07304,6.20425,5.61105,6.11425,6.37314,5.78878,6.03581,4.69673,5.44705,6.6284,4.94782,6.31266,6.05692,5.00272,6.25822,6.02695,4.43895,5.57638,6.24946,6.12569,4.8731,4.49773,7.23596,5.87732,6.54436,5.88868,5.21517,6.0926,5.67712,5.882,5.8695
9.48089,10.65004,6.12624,5.71155,4.8704,6.2974,6.8942,6.9683,8.58516,6.89073,5.79107,6.38703,7.04799,7.14252,8.41649,7.15425,7.42283,7.15862,8.74561,7.29748,8.33697,8.5091,7.241,9.43682,9.00877,8.60638,8.94824,7.45206,9.4219,9.15796,6.12036,5.61138,6.11579,6.37299,5.78877,5.95163,4.6127,5.44683,6.62717,4.94786,6.14431,5.97281,4.91892,6.17443,6.02655,4.5227,5.66011,6.16479,6.12622,4.95713,4.49791,7.1527,5.95988,6.54447,5.88692,5.21554,6.09024,5.84528,5.88165,5.86789
9.48097,10.56474,6.12654,5.79433,4.9558,6.2154,6.8941,7.0517,8.58562,6.97439,5.70724,6.21787,7.04687,7.22723,8.41663,7.07012,7.42138,7.15888,8.74551,7.29673,8.50547,8.42493,7.24101,9.43486,9.20905,8.70657,8.94844,7.36833,9.50631,9.1578,6.12036,5.61095,6.0332,6.37293,5.7052,6.03417,4.69648,5.44668,6.54334,4.94784,6.2285,6.05695,4.9182,6.1733,6.02503,4.43905,5.57587,6.24835,6.1262,4.78947,4.41464,7.06946,5.95924,6.45965,5.88614,5.21652,6.09001,5.67736,5.79677,5.86718
9.56651,10.56447,6.21123,5.7103,4.9552,6.2163,6.81,7.0518,8.58565,6.89027,5.79133,6.30114,7.21354,7.1436,8.5015,7.06919,7.42041,7.07531,8.74497,7.3797,8.33535,8.59335,7.24024,9.43197,9.00891,8.70618,8.86494,7.45205,9.42376,9.07395,6.2042,5.69257,6.11735,6.37298,5.70603,5.9497,4.61257,5.36277,6.62716,4.94721,6.31266,5.97373,5.00126,6.25578,6.02227,4.52336,5.57583,6.16317,6.12598,4.87383,4.49815,7.15255,5.87532,6.54236,5.88645,5.30057,6.09006,5.67791,5.79636,5.86724
9.48338,10.73349,6.12765,5.71053,4.8704,6.2165,6.894,7.0532,8.58564,6.89132,5.79152,6.38518,7.04562,7.22749,8.41749,7.0664,7.50458,7.07654,8.82928,7.29647,8.41566,8.42433,7.24016,9.43094,9.10911,8.60655,8.94931,7.45205,9.42455,9.15825,6.12035,5.69051,6.03363,6.37316,5.7903,5.95048,4.69644,5.44654,6.62742,4.86291,6.14432,6.05941,4.91826,6.33906,6.01866,4.52323,5.66035,6.16348,6.20988,4.87283,4.33162,7.15199,5.95922,6.54185,5.88689,5.21476,6.09,5.84688,5.88041,5.9501
9.56846,10.64874,6.12777,5.79465,4.8726,6.3006,6.8933,7.0542,8.58478,6.8925,5.79145,6.30041,7.13096,7.14356,8.41745,7.06455,7.50467,7.07687,8.74519,7.29663,8.32952,8.50873,7.24121,9.43148,9.00931,8.60706,8.8656,7.45211,9.50856,9.0733,6.12035,5.69039,6.11778,6.3737,5.79031,6.03555,4.69646,5.27893,6.54421,4.86285,6.22848,5.97598,5.00153,6.25567,6.01638,4.52314,5.57624,6.16314,6.21014,4.87123,4.49822,7.06896,5.9592,6.45771,5.88718,5.2969,6.08993,5.68051,5.79649,5.86434
9.56758,10.73463,6.12775,5.71011,4.7874,6.3006,6.8931,7.0541,8.58348,6.80865,5.70747,6.3828,7.13089,7.22752,8.41806,7.14848,7.50478,7.07665,8.74581,7.37994,8.41257,8.50911,7.32497,9.43063,9.20881,8.80728,8.86573,7.45219,9.42491,9.15708,6.20421,5.60804,6.11959,6.37387,5.70627,5.95253,4.6965,5.3627,6.62803,4.86272,6.31266,6.06036,5.00149,6.25583,6.09904,4.52374,5.57596,6.16252,6.20994,4.87017,4.41469,7.15183,5.87527,6.45777,5.80321,5.21221,6.08957,5.7639,5.8805,5.86185
9.48199,10.56645,6.04389,5.70885,4.8715,6.3006,6.8932,7.0538,8.58354,6.89166,5.70699,6.21248,7.04613,7.22749,8.41853,7.06461,7.50452,7.07694,8.66237,7.29597,8.32787,8.50918,7.24076,9.51274,9.00824,8.70715,8.94967,7.36892,9.42597,9.15902,6.20422,5.69251,5.95387,6.2898,5.7902,6.03636,4.61259,5.44651,6.6279,4.86187,6.14431,6.0604,4.91839,6.25636,6.01517,4.44016,5.66036,6.16339,6.20986,4.95454,4.49794,7.23494,5.95921,6.54138,5.8874,5.29627,6.08925,5.68031,5.79646,5.85919
9.65158,10.65096,6.04398,5.70797,4.8702,6.3007,6.8934,7.0536,8.58209,6.89091,5.79161,6.29451,7.12991,7.22764,8.41832,7.0648,7.50342,7.1613,8.83005,7.2117,8.49584,8.50916,7.24072,9.42728,9.20931,8.70637,8.86513,7.53729,9.4264,9.15926,6.20422,5.52419,6.12241,6.28911,5.79027,6.03635,4.69633,5.36254,6.62787,4.94682,6.22849,6.0604,5.00165,6.17261,6.09856,4.43953,5.49173,6.16377,6.21014,4.87108,4.41468,7.06809,5.96019,6.5413,5.88744,5.2122,6.08972,5.76414,5.7965,5.77291
9.56733,10.6515,6.12934,5.70781,4.7875,6.3005,6.8932,7.0535,8.49659,6.89059,5.79102,6.2943,7.04637,7.14375,8.5024,7.06493,7.50303,7.07707,8.74516,7.29605,8.4116,8.50915,7.24174,9.42725,9.10952,8.70454,8.86603,7.37119,9.51054,9.15881,6.20425,5.60684,6.03879,6.37277,5.70619,6.03638,4.52825,5.27901,6.5437,4.86463,6.2285,6.14457,4.91855,6.25617,6.0985,4.52263,5.49161,6.24778,6.20981,4.87108,4.49816,7.06747,5.87766,6.45789,5.71924,5.29606,6.1734,5.76349,5.88047,5.77156
9.4824,10.65063,6.04574,5.79182,4.7882,6.3005,6.893,6.9695,8.58014,6.89083,5.70733,6.37829,7.13145,7.22829,8.41829,7.06474,7.5032,7.16124,8.74523,7.38094,8.41155,8.42488,7.24213,9.51136,9.10949,8.80321,8.86706,7.37264,9.4263,9.24295,6.20427,5.60575,6.12276,6.28896,5.7901,5.95223,4.69577,5.44853,6.46018,4.78162,6.14432,6.0604,5.00228,6.17292,6.01493,4.52266,5.57602,6.24737,6.12569,4.8706,4.49809,7.15175,5.87637,6.45746,5.88747,5.21102,6.08992,5.84667,5.79604,5.77181
9.65229,10.73492,6.12955,5.70822,4.8725,6.3006,6.8933,7.0532,8.58002,6.8917,5.70708,6.29449,7.04829,7.2292,8.58608,7.06517,7.41911,7.078,8.74557,7.29765,8.41153,8.50914,7.24222,9.5951,9.00935,8.70258,8.86727,7.37326,9.51055,9.1582,6.12043,5.68858,6.12278,6.37306,5.79015,5.95122,4.61217,5.3664,6.62808,4.94978,6.3127,6.0604,5.00215,6.17277,6.09847,4.52291,5.57637,6.16253,6.29221,4.87005,4.49806,7.06926,5.95934,6.45644,5.88747,5.12658,6.08992,5.67981,5.87964,5.77153
9.56813,10.65039,6.04541,5.708,4.9565,6.216,6.8933,6.9694,8.49738,6.80844,5.70781,6.2945,7.13281,7.22937,8.50262,7.06759,7.58798,7.07968,8.74581,7.29776,8.41152,8.50912,7.24199,9.4268,9.20885,8.70265,8.86812,7.37326,9.50937,9.15832,6.1196,5.60533,6.12279,6.37291,5.70616,6.03457,4.69614,5.28158,6.54418,4.78216,6.22848,5.97623,4.9188,6.25646,6.01488,4.43889,5.5765,6.16183,6.2075,4.95401,4.41472,7.06937,5.96043,6.45529,5.71926,5.21067,6.08993,5.76345,5.87962,5.77079
9.65255,10.73415,6.12767,5.70755,4.951,6.2946,6.8934,7.0555,8.4994,6.89252,5.79102,6.295,7.05091,7.14538,8.41835,6.98554,7.50359,7.16472,8.74633,7.29772,8.32741,8.50915,7.32791,9.42673,9.10852,8.80236,8.86951,7.37319,9.50779,9.15822,6.20207,5.60626,6.03891,6.37185,5.79007,5.95105,4.61189,5.27942,6.62811,4.8663,6.22725,5.97624,5.08577,6.17294,6.01493,4.52281,5.57654,6.16269,6.20766,4.95409,4.49821,6.98773,5.96245,6.45404,5.80336,5.21049,6.09074,5.76338,5.79558,5.76983
9.56756,10.6496,6.04393,5.79159,4.8704,6.2926,6.8934,6.9737,8.58441,6.89185,5.70726,6.29559,7.05354,7.22954,8.58648,7.07022,7.58732,7.16475,8.74578,7.29772,8.32746,8.50869,7.24468,9.51009,9.10895,8.80237,8.86961,7.45704,9.50755,9.15687,6.20191,5.68975,6.03903,6.37057,5.79009,5.95195,4.61195,5.19466,6.54419,4.86658,6.22486,5.97623,5.00242,6.17248,6.01569,4.52287,5.57662,6.16337,6.20893,4.95419,4.41485,7.07257,5.96267,6.5376,5.80323,5.2949,6.09175,5.84736,5.87984,5.76818
9.56726,10.64964,6.04462,5.62542,4.8701,6.2982,6.8933,7.0585,8.66791,6.80673,5.62302,6.2957,7.05336,7.14518,8.4179,7.1544,7.41884,7.24883,8.74245,7.21376,8.32627,8.59286,7.2446,9.34005,9.10937,8.80286,8.86929,7.45624,9.59166,9.23968,6.11819,5.5224,6.04018,6.37014,5.70615,6.03666,4.61201,5.36221,6.46018,4.86642,6.22374,6.06043,5.00242,6.17274,6.01652,4.52258,5.57657,6.33126,6.29333,4.86984,4.49819,7.07166,5.96271,6.45336,5.80278,5.2108,6.00751,5.84734,5.79571,5.76646
9.6524,10.65042,6.12817,5.62629,4.8711,6.2167,6.8932,7.058,8.58155,6.80612,5.70843,6.29545,7.05162,7.22914,8.50146,7.15431,7.58765,7.16445,8.65584,7.29769,8.40951,8.50902,7.3287,9.42091,9.20992,8.70235,8.78541,7.37118,9.50649,9.23894,6.20194,5.68959,5.95757,6.28632,5.79011,6.03596,4.69576,5.19462,6.46042,4.78245,6.22375,6.06112,5.00275,6.1729,6.01584,4.43825,5.57658,6.16212,6.29227,4.95343,4.49813,6.9878,5.96293,6.5371,5.71891,5.29432,6.09017,5.84727,5.79516,5.7648
9.56952,10.65183,6.12934,5.62614,4.8722,6.2975,6.8933,6.9718,8.66437,6.80606,5.79422,6.29465,7.05116,7.1454,8.50176,7.23845,7.503,7.1643,8.73972,7.29756,8.24132,8.59338,7.24606,9.41763,9.1103,8.80203,8.86902,7.37092,9.58943,9.23772,6.20193,5.52195,6.12587,6.2866,5.87462,5.95049,4.61193,5.19535,6.46023,4.86656,6.22398,6.06302,5.00337,6.0887,6.01514,4.52137,5.57663,6.16241,6.20767,4.9537,4.41479,6.98784,6.04677,6.36937,5.72047,5.21036,6.00754,5.76343,5.79476,5.84769
9.56993,10.65295,6.13019,5.71068,4.9562,6.2941,6.9774,7.0552,8.57992,6.80642,5.79449,6.29449,7.05144,7.14533,8.50145,7.15423,7.5025,7.16413,8.6557,7.2999,8.40989,8.42487,7.24732,9.49835,9.11009,8.70324,8.78688,7.45484,9.58923,9.23798,6.20192,5.68987,5.95755,6.37058,5.79178,6.03345,4.61223,5.19738,6.54354,4.78233,6.22411,6.06431,5.00308,6.25481,6.015,4.43795,5.57652,6.24659,6.29163,4.95367,4.41482,6.98858,5.96306,6.45305,5.88881,5.21153,6.00806,5.93059,5.79419,5.84932
9.73918,10.6539,6.04592,5.7113,4.8724,6.3006,6.9772,6.9702,8.57991,6.89063,5.62633,6.37846,7.13569,7.14501,8.41675,7.07006,7.50262,7.07944,8.82364,7.30668,8.32746,8.5091,7.41574,9.49706,9.20991,8.60404,8.87044,7.37105,9.58922,9.23972,6.20192,5.69003,6.12374,6.37004,5.79214,6.03386,4.61246,5.19879,6.45986,4.86589,6.2242,6.06458,5.00259,6.17121,6.01499,4.35436,5.66096,6.16201,6.29165,4.95369,4.49824,6.98974,5.964,6.53662,5.80316,5.21261,6.09138,5.84722,5.87786,5.85186
9.56966,10.65523,6.04578,5.71152,4.8718,6.2157,6.9773,6.967,8.49583,6.89055,5.70875,6.37929,7.13588,7.06109,8.50055,7.23838,7.41874,7.16227,8.7395,7.30937,8.32796,8.42398,7.24725,9.41372,9.01004,8.8037,8.78808,7.37032,9.58928,9.23855,6.20292,5.52209,6.03887,6.36892,5.87591,5.94999,4.61275,5.19908,6.4598,4.7821,6.22423,6.06319,5.00177,6.1713,5.93147,4.52134,5.57641,6.16269,6.20812,4.86967,4.49819,6.98974,5.87971,6.45298,5.80256,5.2121,6.00724,5.84733,5.79417,5.853
9.73896,10.65779,6.12962,5.71149,4.8683,6.2153,6.8932,6.8823,8.57997,6.80644,5.62402,6.29672,7.05203,7.14538,8.50054,7.07005,7.50293,7.24601,8.82348,7.30818,8.3279,8.59142,7.24871,9.4142,9.20996,8.70387,8.87299,7.36926,9.50505,9.32146,6.20398,5.60592,6.03869,6.28415,5.70729,5.95028,4.61272,5.19907,6.45873,4.78234,6.22408,6.06236,5.08404,6.17134,5.84795,4.43772,5.57626,6.16282,6.37621,4.95371,4.33159,7.15556,5.96207,6.36989,5.80276,5.21105,6.00603,5.84795,5.7943,5.85308
9.56956,10.57481,6.04523,5.71188,4.9564,6.1319,6.9766,7.05,8.49586,6.89025,5.62403,6.21385,6.96778,7.1452,8.4167,7.07005,7.58725,7.1618,8.73977,7.39117,8.4119,8.4229,7.25025,9.41434,9.00895,8.80433,8.87202,7.45291,9.50503,9.32187,6.12026,5.60669,6.03869,6.36824,5.79013,5.9508,4.5288,5.19902,6.45732,4.95028,6.2242,5.97899,5.08316,6.08795,5.84741,4.52178,5.57687,6.16277,6.29149,5.03868,4.49817,7.07195,5.96195,6.37242,5.88713,5.21012,6.08907,5.76509,5.7943,5.85284
9.73892,10.57448,6.1284,5.71259,4.8718,6.215,6.9766,7.048,8.57998,6.8071,5.70791,6.21411,7.05136,7.22906,8.5002,7.1542,7.50263,7.16158,8.82401,7.39006,8.32793,8.59159,7.41903,9.49852,9.20925,8.70369,8.8694,7.45289,9.50367,9.32193,6.20413,5.6071,5.95485,6.36825,5.79005,6.03446,4.61259,5.19898,6.37311,4.78241,6.2262,6.06308,5.08284,6.0877,6.01248,4.52173,5.57772,6.16252,6.20609,4.87217,4.33136,6.98849,5.79411,6.45895,5.80316,5.20891,6.08909,5.93311,5.71024,5.93613
9.73891,10.57361,6.04482,5.71247,5.0388,6.1326,6.8928,7.047,8.49587,6.8083,5.70744,6.29806,7.05235,7.14531,8.50033,7.07003,7.58699,7.16209,8.7396,7.2219,8.41384,8.50757,7.33471,9.49843,9.10957,8.70231,8.78254,7.4529,9.58639,9.32133,6.20417,5.7742,6.1226,6.36828,5.70611,6.03468,4.52872,5.19896,6.37316,4.94984,6.22819,6.06159,5.00003,6.17001,5.92717,4.43825,5.57773,6.07744,6.37224,4.95658,4.33014,6.90517,5.87803,6.37554,5.71895,5.2927,6.08909,5.76511,5.87791,5.85188
