CA230334,CA230335,CA230337,CA230347,CA230348,CA230354,CA230361,CA230365,CA230366,CA230375,CA230377,CA230378,CA230381,CA230386,CA230387,CA230401,CA230404,CA230411,CA230416,CA230417,CA230422,CA230423,CA230424,CA230428,CA230429,CA230430,CA230715,CA230717,CA230718,CA230724
Capulí,Tuza,Piartal - 2,Piartal - 2,Capulí,Tuza,Piartal - 1,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Tuza,Piartal - 2,Tuza,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza - Red slip,Tuza,Piartal - 1,Tuza,Tuza
10.239,6.25792,4.95598,8.09455,9.80672,6.50843,9.10899,10.55509,10.91352,9.62428,9.55029,7.76074,10.73864,8.70369,9.70746,6.1723,6.93208,6.34601,6.52385,8.36485,7.72707,7.43302,7.78215,7.44505,8.30382,6.50679,6.76698,8.61852,6.93689,6.76195
10.15533,6.34231,4.95576,8.09351,9.89274,6.42393,9.19432,10.63804,11.00347,9.62428,9.469,7.7567,10.73889,8.7936,9.6231,6.08812,6.84735,6.26271,6.52709,8.27489,7.72697,7.4356,7.69664,7.52965,8.38579,6.50304,6.85102,8.61889,6.85225,6.75992
10.24047,6.25826,4.95562,8.09824,9.89317,6.4209,9.10709,10.55556,10.91419,9.62459,9.63952,7.67403,10.73859,8.79816,9.62294,6.17266,6.84838,6.26242,6.44048,8.19674,7.72706,7.51916,7.78525,7.52965,8.29874,6.5063,6.76684,8.61747,6.93699,6.75701
10.24048,6.25588,4.95575,8.18019,9.978,6.5056,9.10753,10.46951,10.83125,9.62459,9.46973,7.67512,10.73816,8.62311,9.45397,6.08776,6.84869,6.26249,6.52533,8.36017,7.81012,7.51336,7.78076,7.44526,8.21919,6.58858,6.76801,8.61856,6.8522,6.67634
10.1561,6.33817,4.95602,8.01319,9.8935,6.59294,9.10988,10.55491,11.00219,9.62448,9.38609,7.67554,10.73214,8.79839,9.62268,6.17248,6.93342,6.26247,6.5277,8.27901,7.80518,7.68796,7.78396,7.52986,8.38678,6.5036,6.76854,8.61392,6.93679,6.74861
10.24085,6.25804,5.0416,8.01394,9.97802,6.59147,9.19225,10.46433,10.82817,9.62433,9.47146,7.67343,10.82049,8.71263,9.62279,6.08793,6.93238,6.26177,6.43885,8.27994,7.80489,7.5984,7.78469,7.44505,8.30244,6.50591,6.85326,8.61103,6.93679,6.84329
10.24084,6.25608,4.95588,8.09815,9.89318,6.50759,9.19349,10.46882,10.9162,9.62427,9.46665,7.76089,10.82274,8.79813,9.45417,6.08793,6.84445,6.17635,6.52691,8.27418,7.8923,7.50254,7.70066,7.61426,8.30355,6.59091,6.85333,8.60619,6.85238,6.76145
10.24084,6.25683,4.95561,8.26085,9.97774,6.50807,9.1941,10.63841,10.91898,9.70927,9.47079,7.67054,10.73545,8.7968,9.62294,6.17248,6.93292,6.17769,6.44053,8.28135,7.89072,7.51921,7.69892,7.44505,8.21642,6.5913,6.7687,8.69396,6.93698,6.76097
10.15537,6.25765,4.95588,8.26492,9.89345,6.59304,9.27893,10.46605,10.82978,9.70917,9.46974,7.75809,10.82256,8.7975,9.53848,6.08776,6.93204,6.17825,6.5254,8.27968,7.72606,7.60544,7.70057,7.52965,8.29993,6.50404,6.8533,8.61889,6.85238,6.67695
10.23564,6.2579,4.87057,8.09687,9.89345,6.42416,9.19486,10.47088,10.91269,9.62433,9.46943,7.67503,10.73803,8.71342,9.53863,6.17248,6.8473,6.2629,6.52779,8.28,7.72681,7.60453,7.78047,7.44526,8.38849,6.50134,6.76852,8.61636,6.93698,6.7618
10.32337,6.25784,4.95588,8.18114,10.06257,6.50853,9.19451,10.38596,10.91925,9.62422,9.47098,7.67011,10.82355,8.71185,9.53858,6.08793,6.8484,6.17824,6.43878,8.27985,7.72719,7.6056,7.69861,7.52965,8.30193,6.59126,6.93282,8.53122,6.76779,6.67487
10.32461,6.25794,5.04147,8.01365,9.97453,6.50843,9.11002,10.46943,10.74581,9.45568,9.47104,7.76072,10.73864,8.79859,9.53833,6.17248,6.84876,6.26299,6.52699,8.19531,7.7271,7.69058,7.78415,7.52749,8.30259,6.5065,6.85152,8.61778,6.93679,6.84111
10.3224,6.25809,4.95588,8.01424,9.88687,6.5087,9.2791,10.47034,10.91697,9.62459,9.55092,7.75709,10.82412,8.79652,9.53827,6.08793,6.93325,6.26289,6.44057,8.2806,7.893,7.60616,7.69631,7.5249,8.30349,6.50614,6.85203,8.61845,6.8522,6.84626
10.23972,6.25809,4.95509,8.18302,9.89329,6.50852,9.11039,10.55397,10.83256,9.62427,9.47146,7.75837,10.82287,8.71382,9.45402,6.17248,6.93246,6.17622,6.52504,8.27826,7.81012,7.60618,7.70075,7.52974,8.30351,6.50608,6.85156,8.61856,6.76797,6.75972
10.32523,6.25792,4.86722,8.18298,9.97743,6.50852,9.27897,10.47065,10.91436,9.45584,9.55423,7.67486,10.81693,8.71125,9.53858,6.08793,6.92915,6.17449,6.52761,8.28105,7.81033,7.60637,7.69697,7.52827,8.30394,6.50594,6.76433,8.53434,6.8522,6.76071
10.24043,6.25637,5.04074,8.09857,9.97679,6.50861,9.11014,10.469,10.83467,9.62474,9.55423,7.67015,10.82354,8.71351,9.53853,6.08793,6.9329,6.17812,6.43895,8.27927,7.81012,7.52168,7.69693,7.52838,8.30051,6.50293,6.76121,8.61907,6.76742,6.76165
10.32528,6.2538,5.04049,8.18315,10.06195,6.50861,9.10952,10.55216,10.7452,9.62422,9.47097,7.7608,10.89463,8.79625,9.53848,6.17248,6.93208,6.17687,6.52708,8.28091,7.72703,7.60611,7.78417,7.529,8.29868,6.50443,6.85308,8.53428,6.85257,6.75705
10.24072,6.25772,4.95475,8.099,9.89121,6.50861,9.18978,10.46956,10.82923,9.53967,9.47014,7.75676,10.72667,8.71295,9.53848,6.08793,7.01613,6.17736,6.44071,8.19388,7.72703,7.60636,7.69971,7.52939,8.30404,6.50678,6.85113,8.53441,6.76797,6.76048
10.32523,6.3314,4.95563,8.17788,9.97766,6.50852,9.19273,10.55476,10.83276,9.61895,9.55098,7.75826,10.82396,8.62864,9.53585,6.17248,6.93284,6.17811,6.43961,8.28045,7.72682,7.60611,7.69354,7.44519,8.30158,6.50491,6.76738,8.61896,6.8522,6.75938
10.2373,6.25418,4.95526,8.17735,9.97591,6.50861,9.10913,10.55029,10.83403,9.61669,9.47165,7.67513,10.73739,8.71208,9.52729,6.08776,6.93276,6.1765,6.52635,8.3571,7.81012,7.43725,7.6143,7.52989,8.30243,6.50162,6.76839,8.53427,6.7676,6.75976
10.32088,6.2578,5.03873,8.18216,10.06269,6.50861,9.02579,10.47072,10.83441,9.53955,9.3855,7.75537,10.73781,8.62932,9.61979,6.17248,6.84523,6.1761,6.61189,8.2797,7.81033,7.606,7.7835,7.44506,8.30359,6.59115,6.7688,8.6191,6.85238,6.76107
10.32492,6.2572,5.04153,8.0961,9.97628,6.422,9.10828,10.38534,10.83407,9.53648,9.4709,7.76062,10.82322,8.62644,9.62138,6.08793,6.93323,6.17791,6.52738,8.27911,7.80997,7.60246,7.78159,7.52966,8.3038,6.50402,6.8532,8.53433,6.76779,6.76165
10.23787,6.2577,4.95482,8.09733,9.9777,6.50427,9.19465,10.4705,10.83089,9.45163,9.55468,7.75666,10.73348,8.62928,9.53392,6.17232,6.93221,6.26288,6.52534,8.27465,7.88815,7.60025,7.78546,7.44505,8.30372,6.58998,6.76361,8.53083,6.76779,6.7597
10.32418,6.17331,4.95476,8.09846,9.97678,6.50854,9.10791,10.5483,10.74109,9.53879,9.46995,7.75842,10.7376,8.62744,9.45149,6.08793,6.84838,6.262,6.43693,8.28117,7.79862,7.60577,7.78003,7.52945,8.30384,6.5062,6.76452,8.52711,6.93698,6.75704
10.32546,6.25805,5.04097,8.18306,10.06094,6.59177,9.10842,10.46558,10.91728,9.62423,9.55602,7.67523,10.82241,8.62926,9.45323,6.17265,6.93194,6.26283,6.61204,8.27963,7.97469,7.60375,7.69916,7.44062,8.30405,6.5873,6.93642,8.44878,6.7676,6.84653
10.32176,6.25795,4.95554,8.01427,9.97478,6.5074,9.10947,10.63853,10.8311,9.62458,9.46972,7.75507,10.73608,8.71092,9.53815,6.17248,6.84796,6.26145,6.60955,8.36344,7.97434,7.51789,7.69995,7.52741,8.3022,6.67569,6.76641,8.53197,6.85238,6.76007
10.3227,6.25792,5.04117,8.09879,9.89207,6.50813,9.11008,10.63862,10.83142,9.62432,9.47177,7.76061,10.7376,8.79679,9.53812,6.08793,6.84852,6.17833,6.44109,8.28036,7.88781,7.68979,7.7007,7.61354,8.21365,6.58781,6.76789,8.53023,6.76779,6.76062
10.40961,6.25792,4.95545,8.01442,9.89282,6.50837,9.11024,10.46135,10.74926,9.62425,9.46839,7.75686,10.73832,8.88281,9.45409,6.17232,6.93135,6.34633,6.52698,8.36372,7.89029,7.60571,7.69888,7.44347,8.30373,6.58828,6.6838,8.53287,6.8522,6.76152
10.40994,6.25809,5.03814,8.01442,9.89336,6.67761,9.19454,10.46295,10.82883,9.54032,9.46909,7.75734,10.73836,8.79575,9.45421,6.17232,6.84419,6.26285,6.43876,8.36568,7.79633,7.60037,7.70053,7.52875,8.2176,6.59032,6.68416,8.44951,6.7676,6.67732
10.40812,6.25809,5.04102,8.09856,9.97788,6.59164,9.19475,10.46802,10.83371,9.54011,9.47098,7.75969,10.7379,8.70908,9.45016,6.17248,6.8489,6.17751,6.52761,8.36206,7.80324,7.51909,7.69529,7.44477,8.2173,6.59103,6.76893,8.44344,6.85238,6.75809
10.4097,6.34249,4.95498,8.01442,10.06232,6.50462,9.19462,10.47082,10.74589,9.53985,9.47163,7.76032,10.73257,8.71378,9.44421,6.17248,6.92972,6.17751,6.4395,8.28107,7.80784,7.60536,7.69646,7.44522,8.30323,6.59122,6.7687,8.44651,6.76779,6.84118
10.40841,6.25792,4.95479,8.09878,9.89345,6.5086,9.19437,10.46547,10.74406,9.54006,9.64084,7.75439,10.73678,8.7979,9.53751,6.25721,6.8446,6.1741,6.43991,8.19045,7.80786,7.51798,7.69923,7.52977,8.21894,6.58798,6.6839,8.44935,6.93679,6.84594
10.32546,6.17163,4.95556,7.92984,9.97518,6.59155,9.19425,10.54536,10.74764,9.54037,9.55631,7.75818,10.73713,8.71196,9.45004,6.17248,6.84691,6.34712,6.52658,8.36207,7.72634,7.51989,7.69986,7.44088,8.30401,6.50216,6.76851,8.36104,6.7676,6.75962
10.32391,6.33865,4.95501,8.09856,9.97169,6.50724,9.18988,10.47011,10.74933,9.53995,9.5564,7.76033,10.73578,8.70668,9.36602,6.25687,6.84882,6.26102,6.44244,8.36474,7.72692,7.51944,7.69341,7.52669,8.30272,6.59134,6.68409,8.36296,6.84964,6.67651
10.32474,6.34268,5.03869,8.0142,9.8936,6.50814,9.19161,10.46707,10.74987,9.53675,9.55618,7.67159,10.65261,8.71378,9.45232,6.17248,6.8459,6.2589,6.52775,8.35771,7.81013,7.5993,7.61436,7.52898,8.214,6.58829,6.76869,8.44922,6.76361,6.67692
10.40914,6.25653,5.0416,8.09878,9.97593,6.50842,9.19387,10.46827,10.74949,9.5319,9.46548,7.84367,10.65327,8.71005,9.45324,6.25721,6.84697,6.09141,6.5244,8.28096,7.72707,7.68429,7.6991,7.52789,8.30354,6.5904,6.68409,8.44987,6.76751,6.76158
10.32376,6.25674,4.95463,8.01442,9.89144,6.67752,9.19256,10.38553,10.74988,9.53799,9.55266,7.8459,10.7384,8.79526,9.4546,6.25434,6.8478,6.17761,6.43776,8.2759,7.72704,7.77499,7.69681,7.44419,8.21751,6.42096,6.8533,8.36533,6.76583,6.67749
10.40392,6.2575,4.95483,8.01442,9.97726,6.50854,9.10934,10.46557,10.74996,9.53815,9.55476,7.75785,10.7382,8.71297,9.44981,6.16852,6.84717,6.17826,6.61238,8.3623,7.72703,7.68803,7.7006,7.44523,8.30217,6.58787,6.76869,8.36521,6.76663,6.67744
10.32445,6.2579,4.95548,8.09878,9.97771,6.67766,9.19432,10.47033,10.74937,9.45015,9.47198,7.83873,10.73274,8.71384,9.44591,6.17236,6.93257,6.17838,6.52445,8.2802,7.72703,7.6033,7.69564,7.44101,8.21837,6.67594,6.9381,8.36534,6.76751,6.67725
10.40573,6.25805,4.95588,8.0142,9.97794,6.50852,9.10623,10.46642,10.66159,9.45383,9.55382,7.76082,10.73628,8.71045,9.45322,6.17068,6.9333,6.09213,6.44036,8.35772,7.81012,7.43645,7.69948,7.44363,8.30352,6.50326,6.8533,8.3625,6.7678,6.59272
10.40329,6.34251,4.95598,8.0124,9.97581,6.50852,9.19314,10.38378,10.65535,9.54018,9.55617,7.75613,10.73728,8.71415,9.36587,6.1716,6.7605,6.17461,6.52703,8.28117,7.72703,7.60579,7.6989,7.4436,8.30403,6.58857,6.93791,8.27323,6.76771,6.67743
10.40685,6.25792,4.95489,8.09284,9.97197,6.50864,9.10904,10.38536,10.83265,9.44964,9.5533,7.67252,10.73568,8.70893,9.3661,6.17212,6.84776,6.17843,6.44183,8.27621,7.72435,7.60592,7.61179,7.44331,8.21833,6.59085,6.9381,8.36422,6.76762,6.67743
10.40997,6.25792,4.95269,8.09876,9.97777,6.58943,9.10788,10.38105,10.66189,9.45013,9.64033,7.84513,10.65231,8.70907,9.36816,6.17229,6.84729,6.09308,6.52139,8.36203,7.7219,7.60589,7.70083,7.52918,8.21385,6.50589,6.85312,8.27857,6.76761,6.67743
10.40699,6.25792,4.95569,8.0963,10.06036,6.50605,9.10923,10.47069,10.65931,9.45514,9.5476,7.67448,10.7385,8.79802,9.45363,6.25713,6.76435,6.09303,6.44191,8.36463,7.72709,7.51828,7.69608,7.44485,8.21823,6.58491,6.93772,8.2767,6.68319,6.76195
10.40681,6.25792,4.95477,8.01263,9.89136,6.59234,9.1103,10.38198,10.57886,9.36631,9.63695,7.75306,10.73847,8.79073,9.45367,6.25706,6.76235,6.17752,6.44114,8.35719,7.72485,7.51522,7.69921,7.52553,8.21743,6.59042,6.93585,8.27944,6.76797,6.59258
10.40959,6.34266,4.95487,8.01381,9.97714,6.59153,9.11026,10.38358,10.66502,9.37065,9.63941,7.75938,10.73868,8.79844,9.45395,6.17249,6.76415,6.17713,6.43968,8.281,7.7257,7.60559,7.78357,7.44455,8.21909,6.58954,6.93312,8.3648,6.76707,6.75671
10.32546,6.25792,4.95566,8.09863,9.89152,6.59224,9.1941,10.38604,10.66482,9.45216,9.63942,7.84421,10.7386,8.71222,9.45132,6.17137,6.84756,6.17813,6.52623,8.27615,7.72663,7.60381,7.7812,7.52805,8.30205,6.50385,6.93808,8.36518,6.76349,6.59099
10.40837,6.25522,4.8702,8.01456,9.88164,6.59284,9.274,10.38656,10.66509,9.45152,9.63109,7.75695,10.73832,8.79824,9.44443,6.25251,6.84794,6.26091,6.52754,8.36183,7.64391,7.51593,7.69847,7.44317,8.30344,6.5054,6.93621,8.27744,6.85135,6.76024
10.4097,6.33862,4.87014,8.01423,10.14194,6.67756,9.19256,10.46809,10.66512,9.53964,9.5547,7.75914,10.73425,8.79544,9.45297,6.25677,6.76348,6.08995,6.43926,8.36457,7.72693,7.59769,7.7,7.52922,8.30266,6.59089,6.85203,8.35925,6.76679,6.76045
10.40801,6.34242,4.95604,7.92985,10.0623,6.50856,9.10898,10.47062,10.66485,9.45038,9.63849,7.84556,10.73279,8.79771,9.44999,6.25549,6.8475,6.26274,6.43958,8.35727,7.64376,7.59609,7.78513,7.44469,8.30247,6.59161,6.93663,8.28068,6.76606,6.59223
10.32541,6.25641,4.78512,8.01464,10.05579,6.5898,9.19213,10.38083,10.66519,9.36817,9.63552,7.84587,10.73829,8.71206,9.36538,6.25566,6.764,6.17452,6.52772,8.28113,7.64416,7.60498,7.78511,7.52526,8.21861,6.58914,7.02068,8.36217,6.68239,6.59268
10.32345,6.25704,4.95575,7.84548,9.97757,6.5903,9.10949,10.46637,10.66565,9.45481,9.64077,7.84614,10.82092,8.79656,9.36823,6.2566,6.7627,6.17482,6.52413,8.27623,7.64394,7.51979,7.78401,7.44478,8.30164,6.58434,6.93586,8.27686,6.76724,6.76183
10.24026,6.25771,4.95588,8.0142,9.97624,6.67701,9.19462,10.47088,10.66542,9.45553,9.54934,7.84597,10.73709,8.79799,9.3692,6.2569,6.76432,6.17694,6.52508,8.36181,7.64394,7.43412,7.77884,7.52787,8.21683,6.59072,6.93715,8.27992,6.76432,6.67729
10.3246,6.25799,4.95591,7.93027,9.97723,6.59277,9.10591,10.46396,10.66473,9.45447,9.55508,7.76073,10.7386,8.79568,9.36288,6.25684,6.84667,6.17835,6.44267,8.36476,7.64392,7.43605,7.61206,7.52823,8.30296,6.5886,6.93746,8.28014,6.68291,6.59273
10.32458,6.25801,4.95316,8.01442,9.9748,6.67638,9.27786,10.47015,10.66507,9.4477,9.47038,7.76081,10.73429,8.79217,9.28186,6.25707,6.76396,6.17544,6.52641,8.27303,7.72084,7.43688,7.78506,7.52921,8.21885,6.50412,6.93771,8.27426,6.76631,6.67743
10.24,6.3425,4.86826,8.0142,9.97622,6.67755,9.10879,10.46656,10.66553,9.45136,9.47197,7.75875,10.73542,8.71409,9.36883,6.25704,6.8429,6.26202,6.52142,8.28103,7.64176,7.43708,7.69649,7.44356,8.21479,6.59024,6.85337,8.27855,6.76626,6.67743
10.32354,6.25801,4.86997,8.01442,9.97724,6.59109,9.27659,10.38243,10.66507,9.45476,9.46761,7.75225,10.73759,8.87735,9.28037,6.25704,6.84715,6.09251,6.52707,8.2765,7.64241,7.43699,7.69803,7.52561,8.21829,6.5065,6.93367,8.19527,6.76731,6.67724
10.32218,6.25661,4.78368,8.01442,9.97768,6.50678,9.10946,10.38642,10.66513,9.45046,9.55359,7.84374,10.73863,8.79653,9.36967,6.25704,6.84814,6.26301,6.60963,8.36193,7.80809,7.43712,7.78508,7.61444,8.13247,6.50666,6.93381,8.19223,6.683,6.6754
10.32422,6.33844,4.78452,8.0142,10.06249,6.50801,9.27837,10.46373,10.66286,9.45326,9.47103,7.84504,10.82202,8.79658,9.36558,6.25687,6.75859,6.17497,6.44002,8.36483,7.6434,7.43734,7.61382,7.44388,8.30226,6.50678,6.76803,8.10981,6.7676,6.67274
10.40968,6.25797,4.78482,7.92984,9.97512,6.5924,9.10546,10.46991,10.73921,9.4554,9.47166,7.84209,10.73814,8.79279,9.3672,6.25704,6.76098,6.17491,6.44177,8.27329,7.64395,7.43717,7.69307,7.52869,8.13364,6.59154,6.85129,8.19657,6.76763,6.59289
10.32073,6.25657,4.87046,8.01442,9.97173,6.58956,9.19436,10.46671,10.74644,9.45165,9.64109,7.67345,10.73581,8.79853,9.36895,6.34159,6.84789,6.09345,6.44261,8.28111,7.64312,7.43717,7.78491,7.61341,8.13405,6.50687,6.85221,8.10828,6.76779,6.59089
10.32428,6.2566,4.95582,7.93006,9.97812,6.5085,9.10859,10.38165,10.74799,9.44977,9.47098,7.7602,10.73866,8.87716,9.27944,6.25502,6.7635,6.17376,6.52762,8.27693,7.71852,7.43717,7.78142,7.44334,8.30386,6.42236,6.85327,8.10722,6.76752,6.59152
10.32394,6.25758,4.95343,8.01442,9.97661,6.67625,9.19256,10.38428,10.66,9.37152,9.46312,7.84604,10.73621,8.79658,9.45075,6.33726,6.84201,6.09354,6.60924,8.36198,7.72611,7.35258,7.69707,7.44505,8.13394,6.42243,6.8533,8.19646,6.67909,6.59257
10.32544,6.25796,4.9528,7.93006,9.89218,6.6772,9.27842,10.47002,10.66259,9.28321,9.5453,7.76071,10.73775,8.79691,9.36951,6.25681,6.84322,6.09113,6.52127,8.28017,7.62466,7.35289,7.69943,7.52819,8.21356,6.59129,6.85318,8.19601,6.76598,6.67726
10.32282,6.25797,4.95548,7.92984,9.97705,6.50718,9.27882,10.4707,10.57957,9.45364,9.55602,7.67464,10.73499,8.79286,9.19725,6.33991,6.76426,6.17538,6.61231,8.27365,7.63491,7.43717,7.61545,7.52968,8.13299,6.50666,6.93773,8.19499,6.7666,6.67735
10.32516,6.25706,4.86943,8.0142,9.8914,6.6767,9.19448,10.467,10.58046,9.36955,9.46604,7.83996,10.8222,8.7985,9.36163,6.34061,6.84318,6.1784,6.52379,8.36548,7.64351,7.43693,7.69394,7.52705,8.133,6.50367,6.93791,8.28023,6.76588,6.67609
10.3242,6.25388,4.86973,8.0142,9.97771,6.59255,9.19342,10.29159,10.66539,9.36701,9.55467,7.67059,10.73805,8.79251,9.28575,6.34127,6.76409,6.17324,6.52506,8.36141,7.72695,7.43725,7.69843,7.4431,8.13439,6.41541,6.85349,8.27841,6.59801,6.67242
10.23989,6.25761,4.95575,7.8457,9.89158,6.59179,9.18909,10.47033,10.58073,9.45592,9.47056,7.84589,10.73839,8.79644,9.28386,6.25688,6.76315,6.09329,6.61166,8.36222,7.64104,7.43725,7.69982,7.52905,8.13196,6.5911,7.02252,8.19169,6.76774,6.67707
10.23997,6.25664,4.86817,7.92938,9.89338,6.59309,9.19407,10.29657,10.58021,9.36755,9.47158,7.67091,10.73877,8.79692,9.28415,6.3417,6.76403,6.09139,6.52752,8.28034,7.64377,7.43717,7.61187,7.44501,8.21908,6.50335,6.8533,8.10932,6.67976,6.67545
10.32353,6.25657,4.86888,8.00782,9.89053,6.59108,9.19309,10.38236,10.5802,9.36935,9.46734,7.67297,10.65339,8.79257,9.36875,6.34161,6.76185,6.17535,6.52768,8.35846,7.641,7.43709,7.61356,7.44514,8.21686,6.4198,6.93791,8.19637,6.59774,6.67614
10.2408,6.25764,4.86976,8.01338,9.89331,6.67575,9.1945,10.46961,10.66519,9.36979,9.4717,7.7602,10.7383,8.79858,9.28302,6.34142,6.84825,6.17827,6.52746,8.36548,7.64231,7.43717,7.61596,7.52902,8.13258,6.33722,6.8533,8.19327,6.76651,6.67692
10.2388,6.25784,4.86924,8.01199,9.88474,6.59252,9.27655,10.3858,10.49601,9.36667,9.4644,7.76042,10.73829,8.70797,9.36304,6.34095,6.67834,6.1731,6.44296,8.44609,7.64347,7.43725,7.78208,7.52452,8.13362,6.42219,6.8533,8.10715,6.68145,6.6773
10.32528,6.2579,4.86995,8.09712,9.97528,6.59253,9.10959,10.3773,10.49612,9.45568,9.46714,7.6756,10.73858,8.79652,9.28537,6.33685,6.76288,6.0934,6.44213,8.44588,7.64382,7.43733,7.69379,7.44432,8.13204,6.50671,6.93791,8.11167,6.59787,6.76188
10.40851,6.25803,4.8703,8.01374,9.97689,6.58943,9.19199,10.38339,10.49578,9.36751,9.47007,7.76068,10.73796,8.79707,9.28199,6.34074,6.67755,6.1775,6.43731,8.36408,7.72696,7.43725,7.70075,7.5278,8.21479,6.42218,6.93343,8.19619,6.76731,6.59274
10.40961,6.25793,4.86757,7.92976,9.97037,6.50842,9.27722,10.38514,10.66507,9.36677,9.64004,7.75621,10.64664,8.79231,9.28246,6.25531,6.76332,6.09354,6.52426,8.44991,7.64397,7.43717,7.69574,7.44349,8.13425,6.50688,6.93376,8.11069,6.76427,6.76196
10.40843,6.25801,4.95539,8.09877,9.97812,6.50694,9.19411,10.38102,10.49612,9.37054,9.46329,7.83752,10.73692,8.79604,9.284,6.34031,6.76428,6.09191,6.61207,8.53448,7.64395,7.35265,7.69749,7.44459,8.13354,6.42159,6.93729,8.2803,6.68283,6.67743
10.32465,6.34257,4.86942,7.92961,9.97654,6.50714,9.19151,10.46792,10.49567,9.37001,9.38411,7.84593,10.73682,8.88287,9.27928,6.34119,6.76033,6.09319,6.52417,8.44527,7.64415,7.43709,7.78432,7.44413,8.13281,6.41706,6.93744,8.27834,6.76635,6.67724
10.40947,6.25783,4.86899,8.0077,9.97673,6.59258,9.27551,10.38658,10.66507,9.27966,9.47054,7.84073,10.73849,8.87892,9.28504,6.3414,6.76233,6.1729,6.52567,8.52464,7.64415,7.35293,7.70045,7.44072,8.13391,6.50313,6.9358,8.19117,6.76746,6.59291
10.32406,6.25464,4.86984,8.01318,9.97454,6.59192,9.2781,10.29759,10.49624,9.36886,9.47175,7.67292,10.7361,8.87372,9.28125,6.34142,6.67818,6.09275,6.44279,8.53465,7.8099,7.35265,7.78471,7.36065,8.30123,6.59117,6.93761,8.11181,6.59694,6.50387
10.40959,6.25447,4.87053,8.01158,9.97627,6.50499,9.19441,10.37807,10.49567,9.36919,9.46724,7.84526,10.73827,8.88309,9.28242,6.34113,6.67957,6.09231,6.52559,8.52999,7.72703,7.35265,7.77979,7.35873,8.13225,6.5877,6.9345,8.19218,6.76699,6.58926
10.40761,6.34231,4.95593,8.01265,9.9775,6.59312,9.19198,10.38652,10.66496,9.45166,9.47145,7.76078,10.73563,8.7917,9.20062,6.42126,6.67645,6.08956,6.52109,8.44666,7.81033,7.43724,7.86624,7.52897,8.3028,6.50452,6.93636,8.19475,6.68094,6.59155
10.32534,6.34079,4.95578,8.01359,9.97356,6.59204,9.35684,10.29564,10.49624,9.37104,9.46895,7.67524,10.7365,8.88049,9.2798,6.34079,6.67555,6.0936,6.52747,8.449,7.72703,7.3507,7.77947,7.52767,8.21888,6.42184,6.85296,8.19515,6.59747,6.67538
10.31866,6.25711,4.95575,8.01395,9.8894,6.67667,9.44772,10.3007,10.49578,9.36623,9.47141,7.67546,10.65264,8.96686,9.28451,6.25526,6.67802,6.08907,6.60904,8.45007,7.72703,7.34531,7.7557,7.44369,8.12966,6.42218,6.93728,8.19216,6.76756,6.50762
10.40624,6.25798,4.95575,8.00883,9.9769,6.5074,9.35833,10.3845,10.49567,9.36957,9.55387,7.7576,10.65063,8.88134,9.28108,6.34154,6.76406,6.09287,6.52508,8.36553,7.72526,7.43514,7.78149,7.44471,8.13378,6.42229,6.93293,8.19375,6.68049,6.5082
10.4943,6.17048,4.95588,8.01394,9.97774,6.59181,9.36138,10.29524,10.49442,9.37042,9.3852,7.75047,10.64756,8.78953,9.2829,6.33975,6.75979,6.09226,6.61124,8.44981,7.72111,7.60479,7.9523,7.52808,8.13246,6.42249,6.93778,8.36496,6.59613,6.59288
10.40318,6.25603,4.8707,8.07633,9.8914,6.59301,9.2783,10.30181,10.57025,9.3713,9.46245,7.84567,10.65289,8.79745,9.2003,6.34128,6.67499,6.08917,6.52722,8.53084,7.72697,7.43348,7.78178,7.52933,8.13424,6.42251,6.91787,8.36551,6.76711,6.59278
10.40972,6.25718,4.87044,8.08712,9.97785,6.59162,9.36346,10.37941,10.57559,9.36975,9.47118,7.84284,10.65066,8.79579,9.20062,6.4238,6.67943,6.09382,6.61245,8.4409,7.72443,7.26649,7.77618,7.44235,8.21677,6.25335,6.92909,8.36521,6.76605,6.59273
10.32399,6.25788,4.87044,8.00162,9.88999,6.67756,9.36031,10.21368,10.66471,9.28656,9.46798,7.75728,10.65179,8.87821,9.28239,6.34028,6.76391,6.09285,6.52405,8.53384,7.72551,7.26762,7.77428,7.52974,8.21872,6.33785,6.93643,8.36458,6.68213,6.5929
10.3249,6.25639,4.95517,7.91888,9.89326,6.5909,9.44734,10.30053,10.66044,9.36624,9.38175,7.75955,10.65307,8.79864,9.2848,6.34112,6.6774,6.09238,6.52159,8.53202,7.72689,7.26821,7.78519,7.52406,8.21654,6.42234,7.02129,8.27465,6.76758,6.5929
10.3239,6.34255,4.95224,7.92991,9.88567,6.67749,9.27704,10.30057,10.49271,9.36886,9.4709,7.84572,10.64942,8.79228,9.28293,6.33939,6.76409,6.09321,6.61253,8.53008,7.80837,7.35275,7.78014,7.52663,8.2176,6.41967,7.02212,8.19181,6.76426,6.67724
10.40912,6.25606,5.04117,7.92995,10.05935,6.59138,9.44753,10.3755,10.49479,9.28559,9.47073,7.76071,10.64915,8.88235,9.20076,6.33806,6.67674,6.09199,6.52363,8.44827,7.72231,7.35262,7.78268,7.44451,8.21861,6.33009,6.9379,8.19639,6.68188,6.50731
