CA230334,CA230335,CA230337,CA230347,CA230348,CA230354,CA230361,CA230365,CA230366,CA230375,CA230377,CA230378,CA230381,CA230386,CA230387,CA230401,CA230404,CA230411,CA230416,CA230417,CA230422,CA230423,CA230424,CA230428,CA230429,CA230430,CA230715,CA230717,CA230718,CA230724
Capulí,Tuza,Piartal - 2,Piartal - 2,Capulí,Tuza,Piartal - 1,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Capulí,Tuza,Piartal - 2,Tuza,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Piartal - 1,Tuza,Tuza,Tuza - Red slip,Tuza,Piartal - 1,Tuza,Tuza
9.64365,6.34196,6.15036,7.67107,8.96322,5.91682,10.03263,8.44384,11.00229,9.62245,9.38634,7.58911,10.22595,9.12249,9.45427,6.50842,8.11625,6.51686,7.29037,7.85117,7.64407,7.18234,7.18865,6.59845,6.94798,8.70395,7.95317,7.52024,6.85248,7.09953
9.64167,6.34243,6.23709,7.58699,8.9602,5.917,10.03321,8.35713,11.00331,9.53976,9.45932,7.58988,10.22708,9.30648,9.45397,6.42338,8.11714,6.51706,7.29061,7.77213,7.64407,7.09919,7.19129,6.58666,6.94798,8.70387,7.95323,7.43493,6.85227,7.17922
9.55001,6.34251,6.15201,7.67407,8.94472,5.91681,9.94823,8.35771,11.0881,9.62447,9.46979,7.58794,10.31243,9.21409,9.45397,6.50214,8.10671,6.51686,7.29088,7.85876,7.64384,7.09728,7.27676,6.5011,6.94819,8.70209,7.95313,7.50848,6.85209,7.01309
9.55884,6.34243,6.1512,7.58678,9.03675,5.91681,9.86622,8.35969,11.00169,9.53922,9.54916,7.58938,10.31256,9.2214,9.53821,6.51009,8.27405,6.51686,7.29085,7.76911,7.64384,7.09732,7.27744,6.59798,6.8635,8.78134,8.03772,7.42191,6.84972,7.18417
9.6475,6.34262,6.15079,7.6763,9.12909,5.917,9.94877,8.35692,10.99599,9.52444,9.37567,7.58946,10.31253,9.2213,9.44163,6.50454,8.20175,6.51686,7.29053,7.76993,7.56068,7.09844,7.19123,6.5876,6.93779,8.78838,8.12232,7.60484,6.66873,7.09682
9.56143,6.34261,6.15216,7.67677,8.94973,5.91681,10.03584,8.35751,11.00352,9.5227,9.5541,7.67225,10.31253,9.1328,9.42699,6.42078,8.10417,6.51686,7.20584,7.77421,7.63954,7.09815,7.18705,6.50987,7.00717,8.78437,8.12257,7.51066,6.76032,7.18069
9.54172,6.34261,6.15085,7.67411,8.87343,5.91681,9.94831,8.2751,10.91894,9.54013,9.55417,7.58982,10.30903,9.13691,9.62245,6.34054,8.11287,6.51686,7.20584,7.68943,7.54505,7.09543,7.19133,6.59792,7.2025,8.70229,8.12257,7.42946,6.76535,7.0994
9.55333,6.34261,6.15105,7.58917,8.96176,5.917,9.86815,8.27289,10.91785,9.6132,9.45548,7.74594,10.11679,9.13536,9.52724,6.50266,8.11702,6.51686,7.29053,7.68824,7.72223,7.09902,7.1066,6.59883,7.02031,8.70403,8.03771,7.43409,6.84212,7.01558
9.55976,6.42699,6.14907,7.58311,8.87891,5.91681,10.02563,8.27408,10.91903,9.44744,9.38172,7.67479,10.30082,9.13288,9.35978,6.5096,8.03141,6.51706,7.3753,7.68967,7.64013,7.09736,7.18888,6.59888,6.94131,8.78445,7.95318,7.43564,6.76372,7.01386
9.54919,6.42699,6.15112,7.67627,8.87884,5.91681,10.035,8.35944,10.91833,9.62229,9.3868,7.75095,10.22363,9.13663,9.45093,6.50602,8.11652,6.51686,7.46008,7.77071,7.55093,7.01353,7.19145,6.58697,6.86176,8.7873,8.033,7.43588,6.76709,7.01491
9.64314,6.34261,6.15187,7.58587,8.79409,5.917,10.03218,8.36016,10.91871,9.62445,9.38605,7.67523,10.12831,9.22005,9.36916,6.41884,8.0315,6.51686,7.37538,7.68608,7.55711,7.01435,7.19253,6.58413,7.03255,8.78683,7.84825,7.4358,6.85161,7.09939
9.64816,6.42718,6.14893,7.59187,8.96318,5.91681,9.94326,8.35961,10.919,9.52883,9.47113,7.58943,10.13581,9.22012,9.36937,6.34137,8.11666,6.51402,7.29061,7.68937,7.56017,7.0145,7.19276,6.59865,7.03265,8.7858,8.03311,7.43542,6.8396,7.01383
9.54747,6.42718,6.15185,7.5016,8.96318,5.91681,9.9542,8.35947,10.91797,9.43944,9.46215,7.67337,10.2257,9.22152,9.45379,6.42188,8.11674,6.50083,7.37562,7.77041,7.56073,7.09891,7.10785,6.67396,7.03277,8.78835,8.11671,7.50987,6.75775,7.01534
9.5503,6.59612,6.15197,7.59252,8.96318,5.917,9.94878,8.35947,10.91878,9.62449,9.37037,7.67537,10.22581,9.21957,9.45399,6.34096,8.11332,6.59563,7.29085,7.68882,7.56067,6.93016,7.19272,6.59366,7.11767,8.78701,7.94284,7.41726,6.76607,7.01372
9.5613,6.59123,6.15167,7.58673,8.96318,5.91681,10.0376,8.35499,10.91851,9.53071,9.47159,7.58894,10.12224,9.22112,9.45398,6.50494,8.11191,6.59924,7.37538,7.68713,7.56101,7.09916,7.10838,6.51313,7.11766,8.7845,7.9531,7.60476,6.84125,7.01369
9.5553,6.32357,6.23743,7.59219,8.96318,5.91681,10.03214,8.44221,11.00271,9.45075,9.37401,7.67523,10.21624,9.21787,9.45426,6.42592,8.11629,6.50829,7.37538,7.76985,7.64408,7.0982,7.1083,6.51411,7.11766,8.87274,7.9391,7.50963,6.76341,7.01541
9.56049,6.50906,6.06476,7.59255,8.96318,5.91681,9.9537,8.35914,10.9189,9.45319,9.37863,7.67507,10.31043,9.13489,9.45426,6.4193,8.1085,6.51302,7.46008,7.77258,7.64384,6.92623,7.10822,6.68336,7.11766,8.78487,8.03365,7.42894,6.6822,7.01088
9.46807,6.42217,6.06445,7.59169,8.96318,5.83229,9.95348,8.3575,11.07542,9.61275,9.38355,7.58847,10.12962,9.22161,9.45397,6.34163,8.11164,6.4313,7.37538,7.68934,7.64384,7.09855,7.10822,6.58918,7.11744,8.78701,8.20228,7.51911,6.76756,7.01339
9.4772,6.33472,6.06604,7.50797,8.9632,5.83247,9.9521,8.27498,11.00194,9.62416,9.37399,7.67527,10.13514,9.21557,9.45397,6.50247,8.11545,6.43211,7.37538,7.68452,7.64407,6.92903,7.10815,6.58595,7.11744,8.78828,8.02747,7.51466,6.8515,7.01507
9.54458,6.5086,6.14987,7.58317,8.96173,5.83229,9.9535,8.35882,10.90998,9.61948,9.46553,7.67426,10.22533,9.2201,9.45397,6.5106,8.11695,6.4322,7.46008,7.68554,7.64407,7.09748,7.10823,6.51462,7.11766,8.78846,8.03336,7.49854,6.83907,7.01157
9.47102,6.42644,6.06302,7.49747,8.86064,5.83229,9.94249,8.35556,10.9912,9.5399,9.55605,7.58898,10.22618,9.21906,9.45397,6.33179,8.20175,6.43225,7.3753,7.60515,7.72693,7.01399,7.10718,6.59139,7.11766,8.78781,7.95201,7.60468,6.75453,7.01271
9.64812,6.42712,6.14707,7.67484,8.86372,5.83247,9.95276,8.35957,10.91554,9.53375,9.3725,7.59007,10.12542,9.13416,9.45397,6.42625,8.11374,6.51706,7.3753,7.60499,7.72716,7.09888,7.10189,6.59299,7.11766,8.69892,7.95288,7.4245,6.85139,7.0988
9.55162,6.42691,6.13942,7.67487,8.96128,5.74775,9.94526,8.44048,10.91875,9.53961,9.29284,7.58712,10.21496,9.22051,9.45397,6.50079,8.02656,6.5148,7.3753,7.60379,7.64407,6.93015,7.10467,6.5128,7.11766,8.787,7.95307,7.59682,6.75645,7.01524
9.45493,6.427,6.23769,7.49553,8.86428,5.82506,9.95253,8.35861,10.90193,9.61589,9.38568,7.67392,10.2266,9.2214,9.45397,6.42593,8.0319,6.50237,7.37562,7.60529,7.56083,6.93026,7.10795,6.51418,7.11766,8.87174,8.03799,7.60238,6.76272,7.01411
9.39422,6.42718,6.14421,7.50542,8.87275,5.818,9.9529,8.44388,10.91011,9.52799,9.29133,7.67434,10.13069,9.22161,9.45384,6.33283,8.03255,6.59293,7.3757,7.68835,7.64063,7.01465,7.10803,6.51433,7.11744,8.87049,8.03796,7.60455,6.68189,7.0146
9.46314,6.42718,6.14976,7.42041,8.87714,5.9166,9.95147,8.44419,10.9167,9.70636,9.38595,7.67075,10.13421,9.22166,9.44448,6.42571,8.02389,6.60027,7.37523,7.68946,7.54405,6.93004,7.10708,6.51441,7.11744,8.8726,8.12232,7.60498,6.76766,7.01528
9.4708,6.42718,6.15168,7.50682,8.79399,5.91055,9.95372,8.44432,10.90795,9.6219,9.2954,7.67486,10.22519,9.2217,9.43051,6.50292,8.1139,6.59195,7.45992,7.51968,7.71988,7.01455,7.10823,6.51456,7.20239,8.87123,8.12232,7.60481,6.75637,7.01418
9.64708,6.42718,6.15123,7.50292,8.87833,5.82631,9.94359,8.3596,10.91331,9.52256,9.29357,7.58879,10.14139,9.13591,9.62113,6.34091,8.11291,6.51249,7.3753,7.68904,7.80649,7.01469,7.1049,6.59896,7.2024,8.78424,8.12257,7.68924,6.83869,7.01522
9.55376,6.51155,6.15194,7.41452,8.87866,5.74613,9.93745,8.44434,10.91908,9.53614,9.30169,7.75757,10.14191,9.12953,9.61412,6.33531,8.03003,6.43132,7.37562,7.60028,7.71605,7.01194,7.01899,6.59896,7.19301,8.78833,8.12257,7.68947,6.93654,7.0145
9.45719,6.51155,6.06339,7.50519,8.96318,5.74726,10.03806,8.44084,10.91533,9.6181,9.38301,7.58712,10.22737,9.13641,9.35884,6.41772,8.0325,6.43205,7.46048,7.5194,7.63985,6.9266,7.10689,6.42995,7.2631,8.86949,8.11897,7.68947,6.84309,7.01402
9.3942,6.42718,6.14898,7.50814,8.96318,5.74766,9.85724,8.44026,10.91712,9.6119,9.38626,7.67443,10.22731,9.13577,9.45056,6.42615,8.03201,6.43222,7.46016,7.68806,7.55985,7.01442,7.19255,6.42945,7.37145,8.7871,8.01855,7.77373,6.84669,7.01546
9.46644,6.51175,6.0654,7.58165,8.87916,5.74765,9.94735,8.4442,10.8337,9.70442,9.38165,7.58911,10.2273,9.1348,9.36891,6.3309,8.11661,6.43225,7.46008,7.51735,7.56084,6.9285,7.19274,6.50591,7.27763,8.87263,8.11533,7.59685,6.7662,7.01313
9.46996,6.51175,6.06651,7.49896,8.87862,5.74795,9.9503,8.44117,10.91882,9.7084,9.30248,7.58507,10.2273,9.22112,9.36954,6.50766,8.02926,6.51686,7.46008,7.52057,7.64401,7.09833,7.10823,6.50179,7.1947,8.78334,8.20474,7.57862,6.76747,6.92908
9.56274,6.51175,6.15067,7.50694,8.87862,5.83247,9.86652,8.35874,10.91792,9.70575,9.29674,7.5903,10.2273,9.13281,9.45411,6.33778,8.11115,6.51686,7.46016,7.60143,7.64387,7.01423,7.10675,6.51442,7.19998,8.7882,8.11273,7.60374,6.76757,7.01539
9.55655,6.51155,6.06551,7.41965,8.79326,5.83211,9.94997,8.44407,10.91714,9.51771,9.3868,7.58964,10.22699,9.1336,9.5384,6.42439,8.11618,6.51686,7.46016,7.51941,7.72693,7.01443,7.10174,6.50836,7.11693,8.87027,8.03277,7.51125,6.85232,7.01223
9.37554,6.51155,6.14956,7.50658,8.8609,5.83247,9.78099,8.44411,10.91903,9.61764,9.29606,7.58849,10.22699,9.13614,9.45398,6.25325,8.02753,6.51686,7.46008,7.51892,7.72716,6.93014,7.10556,6.42352,7.11751,8.87101,8.03652,7.52016,6.93687,6.92964
9.47849,6.51175,6.151,7.41341,8.8606,5.83247,9.78269,8.44416,10.91658,9.61877,9.30267,7.59004,10.22541,9.13364,9.45398,6.42314,8.03279,6.60149,7.46008,7.60201,7.72716,7.01467,7.1071,6.597,7.11774,8.87288,8.03776,7.59491,6.93687,7.01481
9.38489,6.51175,6.1519,7.5019,8.96197,5.83211,9.94851,8.44437,10.83229,9.61143,9.29576,7.58556,10.12561,9.13188,9.45397,6.25409,8.03237,6.60149,7.46008,7.52031,7.72693,6.93014,7.10457,6.51405,7.2024,8.78558,8.03797,7.68873,6.93687,7.09715
9.38743,6.51175,6.05803,7.67519,8.86458,5.83247,9.95203,8.52882,10.91904,9.61958,9.3872,7.58815,10.21208,9.05126,9.45397,6.41613,8.03036,6.60149,7.46016,7.51701,7.72716,6.84553,7.02212,6.51441,7.20218,8.78641,8.03775,7.68108,6.85168,6.93062
9.39254,6.51175,6.14507,7.67663,8.78768,5.83247,9.86388,8.52886,10.83256,9.70794,9.29436,7.58992,10.3126,9.13687,9.45397,6.42532,8.03247,6.60169,7.46016,7.60216,7.72716,7.01465,7.10759,6.51443,7.20217,8.87277,8.12233,7.50991,6.8417,7.01488
9.46554,6.51155,6.0661,7.49781,8.87719,5.83211,9.95414,8.4445,10.91812,9.52012,9.21762,7.59006,10.13147,9.13525,9.45385,6.41907,8.03205,6.60149,7.4604,7.51958,7.72693,6.92939,7.10781,6.51456,7.20239,8.8725,8.12232,7.68561,6.8392,7.09851
9.47816,6.51155,6.1486,7.41281,8.79389,5.83247,9.8694,8.52863,10.83426,9.61699,9.37703,7.67543,10.04817,9.13649,9.44671,6.33377,8.02998,6.60129,7.46048,7.5205,7.64384,6.92615,7.10813,6.51435,7.20239,8.94797,8.12257,7.6881,6.8524,7.01541
9.47351,6.34261,5.98103,7.50757,8.79385,5.83247,9.95197,8.44424,10.82574,9.62428,9.29276,7.58629,10.05651,9.21735,9.60112,6.25586,7.94765,6.60169,7.45928,7.60523,7.64407,6.84488,7.10752,6.51435,7.20239,8.95604,8.12257,7.5029,6.92929,6.92998
9.30933,6.34261,5.98123,7.42367,8.79411,5.83211,9.86901,8.61313,10.82904,9.62333,9.47126,7.67015,10.0479,9.05007,9.70354,6.41555,7.94643,6.60169,7.4548,7.52033,7.64407,6.92932,7.01735,6.42995,7.20239,8.95131,8.20693,7.60017,6.84598,7.01478
9.30384,6.51175,6.06466,7.50714,8.87862,5.83247,9.8687,8.44417,10.83092,9.7084,9.36999,7.67497,10.21157,9.05256,9.70064,6.4213,8.03027,6.60129,7.45414,7.51709,7.64384,6.92845,7.01973,6.42995,7.20239,8.87135,8.20434,7.60022,6.76594,7.01533
9.39254,6.51155,6.06607,7.42383,8.87862,5.83247,9.86708,8.61305,10.83036,9.70363,9.30001,7.59031,10.31223,9.13083,9.35817,6.42609,8.02883,6.60169,7.54476,7.51463,7.64407,6.84493,7.0233,6.42995,7.20217,8.87241,8.10537,7.59396,6.85191,6.92973
9.38691,6.51155,5.98085,7.42358,8.87916,5.83211,9.8691,8.44424,10.83432,9.60951,9.37813,7.50326,10.21623,9.13499,9.44993,6.41734,8.03155,6.60169,7.54033,7.51987,7.64407,6.92996,7.02055,6.42937,7.20217,8.95615,8.19804,7.60101,6.85225,7.01524
9.3837,6.51175,6.05371,7.59198,8.96318,5.917,9.95208,8.52874,10.91875,9.61626,9.38583,7.58958,10.13266,9.21831,9.2843,6.32769,7.94733,6.60129,7.54254,7.5183,7.72693,6.92813,7.02308,6.50753,7.20239,8.8677,8.29046,7.68878,6.93663,7.01483
9.39459,6.51175,6.05552,7.50797,8.96318,5.917,9.7823,8.6132,10.83292,9.79326,9.3771,7.58895,10.13916,9.05017,9.28501,6.34116,7.94339,6.60129,7.54421,7.43255,7.72451,6.84055,7.02052,6.41744,7.20239,8.87114,8.11312,7.58979,6.92816,6.92568
9.38289,6.51175,6.06458,7.58252,8.87792,5.91663,9.78492,8.52876,10.83119,9.61242,9.30111,7.58859,10.05618,9.13535,9.36944,6.33265,7.94797,6.60169,7.46008,7.51946,7.62578,6.84537,7.02137,6.51368,7.20239,8.95738,8.20141,7.59755,6.75523,6.92524
9.38914,6.51175,6.05768,7.41324,8.77822,5.917,9.77072,8.61307,10.82436,9.61356,9.37965,7.59045,10.14176,9.04675,9.36959,6.34066,7.94806,6.60169,7.545,7.52034,7.80102,6.84414,7.02317,6.50932,7.20239,8.95298,8.12085,7.68631,6.85218,6.92862
9.38955,6.51155,5.98082,7.58909,8.77701,5.917,9.93867,8.61104,10.83432,9.62381,9.21566,7.58742,10.22708,9.13339,9.36985,6.41398,7.94694,6.60129,7.54486,7.43574,7.89064,6.84402,6.93541,6.42298,7.20239,8.87256,8.12216,7.59346,6.84597,6.92517
9.38218,6.51155,5.98035,7.50796,8.96269,5.91663,10.03841,8.60837,10.82602,9.52938,9.29652,7.58811,10.22731,9.05183,9.28544,6.42572,7.86325,6.60169,7.54487,7.51635,7.71619,6.84561,7.10774,6.42768,7.20239,8.95553,8.12238,7.60428,6.84541,6.93025
9.47901,6.51175,5.98057,7.5043,8.78267,5.917,9.9372,8.61336,10.83445,9.61681,9.30043,7.6751,10.2273,9.1369,9.28515,6.41234,7.94651,6.60169,7.46008,7.5157,7.72237,6.84271,7.02094,6.34472,7.20217,8.95514,8.12237,7.51152,6.85027,6.84643
9.29821,6.51175,6.06656,7.49234,8.87149,5.83228,9.86561,8.61103,10.82383,9.79316,9.21317,7.58508,10.2273,9.05204,9.36956,6.4199,7.94719,6.60129,7.54477,7.60517,7.64273,6.92787,6.93685,6.5143,7.20217,8.95731,8.20694,7.59556,6.76737,6.84354
9.38597,6.51175,5.97692,7.42096,8.87691,5.91093,9.86285,8.52541,10.83436,9.699,9.29941,7.6736,10.2273,9.05222,9.36956,6.34011,7.86319,6.60129,7.54502,7.60219,7.64374,6.92917,7.02295,6.51444,7.20239,8.86829,8.12257,7.60295,6.85212,6.92971
9.47507,6.51175,5.98008,7.33405,8.96319,5.73479,9.86753,8.60533,10.82196,9.61121,9.29851,7.67395,10.2273,9.22197,9.36956,6.51048,7.94511,6.60169,7.54518,7.60164,7.64405,6.8434,6.9355,6.51456,7.20239,8.85787,8.20718,7.59198,6.85235,6.93084
9.38014,6.51155,5.97919,7.41547,8.78283,5.83132,9.8629,8.69329,10.74998,9.62425,9.29852,7.66988,10.2273,9.05219,9.28515,6.41807,7.94474,6.60169,7.5451,7.51961,7.64387,6.83992,6.93875,6.59896,7.20239,8.95617,8.20693,7.59984,6.93688,6.92902
9.47816,6.51155,5.97986,7.5081,8.86309,5.82787,9.95082,8.69752,10.73504,9.61395,9.21826,7.67488,10.2273,9.13657,9.28515,6.40511,7.86246,6.60129,7.62969,7.52055,7.72693,6.75471,7.02074,6.59896,7.20239,8.95164,8.20693,7.60478,6.93687,6.92959
9.38255,6.51175,5.98022,7.41146,8.87877,5.74131,9.95368,8.69774,10.7494,9.6207,9.30232,7.67395,10.2273,9.05237,9.28515,6.34158,7.94558,6.60169,7.54125,7.60518,7.72716,6.76105,6.93672,6.51455,7.20239,9.04146,8.20718,7.5939,6.93687,6.83827
9.46818,6.51175,5.8923,7.42048,8.78504,5.74574,9.86841,8.78115,10.73483,9.70522,9.30093,7.67242,10.2264,9.05245,9.28515,6.33218,7.9436,6.34658,7.45066,7.52038,7.72716,6.75986,7.02346,6.51455,7.20221,8.87255,8.20718,7.50524,6.93686,6.93088
9.47639,6.51175,5.98072,7.42343,8.87015,5.66255,9.86871,8.69652,10.74941,9.61119,9.29979,7.58683,10.12978,9.0526,9.28515,6.41948,7.94779,6.41953,7.62943,7.60189,7.72693,6.75991,7.02342,6.51455,7.19503,8.95562,8.20693,7.60392,6.93708,6.92547
9.47284,6.51175,6.06546,7.42267,8.87608,5.66323,9.86878,8.69331,10.73629,9.53999,9.20935,7.67473,10.20482,9.05269,9.28515,6.42475,7.86365,6.50426,7.54166,7.51444,7.72693,6.84496,7.02235,6.59895,7.1823,8.95721,8.20693,7.59129,6.93686,6.84643
9.47608,6.51155,5.97907,7.50789,8.79403,5.66349,9.86895,8.69211,10.91833,9.61695,9.21732,7.50452,10.22697,9.13683,9.28544,6.42203,7.86199,6.51632,7.5416,7.51992,7.72716,6.76092,7.108,6.51405,7.3705,8.95558,8.20718,7.51451,6.93686,6.84139
9.47283,6.51155,5.98114,7.50169,8.87862,5.7476,10.0361,8.68858,10.73778,9.62442,9.20992,7.58486,10.30126,9.1347,9.28544,6.32547,7.94727,6.50645,7.45872,7.51818,7.81025,6.75657,7.10453,6.59343,7.28019,8.87214,8.20534,7.60371,7.02168,6.93078
9.30965,6.51175,6.06536,7.41196,8.8787,5.74759,9.9511,8.52781,10.66372,9.52998,9.21786,7.67556,10.13134,9.12954,9.28515,6.34098,7.86288,6.42735,7.54473,7.43262,7.8931,6.75607,7.02058,6.50143,7.19381,8.87276,8.19177,7.6895,6.93686,6.92607
9.47911,6.51175,5.89487,7.50763,8.96319,5.74794,9.856,8.52731,10.74909,9.62437,9.20816,7.58679,10.13871,9.13708,9.28515,6.33472,7.86232,6.34671,7.46012,7.51927,7.8931,6.76058,7.02354,6.59748,7.19954,8.95624,8.19557,7.59291,6.85168,6.92981
9.39301,6.51175,5.89312,7.41593,8.96318,5.74794,9.95365,8.6117,10.74796,9.62361,9.21839,7.67372,10.22671,9.0489,9.28515,6.24984,7.94809,6.4318,7.62985,7.60452,7.89334,6.75872,7.10411,6.59455,7.11702,8.87279,8.37579,7.50096,6.92966,6.93072
9.47872,6.51155,5.98003,7.50291,8.8783,5.74759,9.94143,8.69705,10.74952,9.62075,9.20606,7.67514,10.22737,9.05031,9.28515,6.42454,7.86042,6.43185,7.54283,7.43614,7.89334,6.76017,6.93837,6.50679,7.20216,8.95388,8.28178,7.60463,6.83942,6.84575
9.39418,6.51155,5.98116,7.4222,8.86753,5.66341,9.95394,8.69742,10.74028,9.62482,9.21796,7.5829,10.31232,9.05198,9.28515,6.42349,8.03031,6.43245,7.53571,7.51684,7.81001,6.67633,7.10756,6.51187,7.2025,8.95527,8.20094,7.50783,6.936,6.84623
9.39381,6.51175,5.89142,7.42096,8.77754,5.66341,9.95359,8.61301,10.74442,9.7069,9.1326,7.50254,10.31223,9.05247,9.28515,6.32784,8.03234,6.51706,7.54326,7.59988,7.81025,6.84558,6.9388,6.42918,7.20241,8.95762,8.20513,7.51379,6.93131,6.84072
9.47875,6.51175,5.98063,7.4221,8.87831,5.74759,9.86369,8.69617,10.74583,9.62231,9.21289,7.67097,10.31253,9.13711,9.285,6.25546,7.85804,6.43175,7.62805,7.52038,7.81025,6.84568,7.02238,6.42978,7.28668,8.95377,8.12194,7.51988,6.92959,6.84319
9.38159,6.51175,5.89407,7.42018,8.78631,5.74794,9.8688,8.69253,10.74451,9.62451,9.21782,7.58797,10.31253,9.04615,9.27972,6.33652,7.84279,6.50534,7.6258,7.51798,7.89094,6.76102,6.93871,6.42985,7.28713,8.95564,8.12242,7.51257,6.93458,6.67432
9.29711,6.51175,5.89414,7.42259,8.78531,5.66321,9.86715,8.61291,10.74613,9.614,9.13209,7.58983,10.31253,9.04644,9.18118,6.24919,8.0323,6.58318,7.54332,7.43269,7.87586,6.76096,6.93831,6.42977,7.28713,9.04155,8.12238,7.41899,6.85159,6.84313
9.47705,6.51155,5.89512,7.41424,8.87619,5.74318,9.86662,8.78034,10.74302,9.60979,9.21576,7.67517,10.31253,8.9664,9.448,6.42344,7.93732,6.60136,7.62946,7.51943,7.96653,6.75654,7.02303,6.42995,7.28713,9.04115,8.2918,7.60482,6.85221,6.84298
9.39051,6.51155,5.89179,7.50179,8.79354,5.6514,9.78521,8.77987,10.74723,9.78725,9.21765,7.58999,10.2273,9.13363,9.36491,6.34132,7.86323,6.58924,7.46019,7.60499,8.05778,6.75723,7.02336,6.42995,7.28713,8.94575,8.3764,7.42923,6.85236,6.84185
9.3787,6.51175,5.89471,7.675,8.87831,5.74561,9.86695,8.78158,10.82588,9.79257,9.12276,7.67416,10.2273,9.05095,9.27272,6.42324,7.94695,6.51165,7.542,7.43562,7.96665,6.84444,6.93674,6.42995,7.28713,9.04148,8.37615,7.35137,6.93647,6.75879
9.39281,6.51175,5.8821,7.67677,8.8707,5.74415,9.78344,8.69717,10.74787,9.69051,9.29999,7.66913,10.2273,9.05252,9.19611,6.32806,8.02908,6.43091,7.6196,7.51535,7.8879,6.67433,6.93478,6.51435,7.28713,8.94848,8.37615,7.4286,6.93115,6.75693
9.30306,6.59632,5.89578,7.49835,8.77767,5.74075,9.86943,8.60859,10.73231,9.6176,9.21241,7.67552,10.2273,9.05263,9.19967,6.25358,7.86011,6.51657,7.71384,7.60085,7.89173,6.67587,7.10815,6.51435,7.28668,8.94853,8.3764,7.52019,6.83851,6.84378
9.30128,6.59632,5.88557,7.41224,8.87708,5.74536,9.86811,8.6971,10.74512,9.54001,9.13059,7.58689,10.2273,9.05239,9.11649,6.25354,7.94707,6.5169,7.71143,7.60498,7.89291,6.59098,7.01995,6.42995,7.11766,8.95499,8.3764,7.42987,6.93502,6.84093
9.39357,6.59612,5.81023,7.50829,8.78742,5.66271,9.78494,8.69551,10.8278,9.6236,9.21297,7.67384,10.2273,9.05241,9.19789,6.24872,7.94715,6.60133,7.62617,7.60176,7.89314,6.75719,6.8528,6.42995,7.11771,9.12542,8.37615,7.43589,6.93199,6.6753
9.29655,6.59612,5.80164,7.41932,8.7849,5.66332,9.86451,8.78064,10.64521,9.62333,9.20455,7.67507,10.22699,8.96769,9.09781,6.33913,7.85865,6.6017,7.62836,7.51784,7.89338,6.59203,6.93849,6.51455,7.11234,8.94067,8.37615,7.43028,6.84438,6.84127
9.39079,6.59632,5.89571,7.5078,8.87529,5.66351,9.95157,8.69686,10.74946,9.62305,9.30192,7.67552,10.22699,9.05231,9.36049,6.34097,7.86358,6.60169,7.71443,7.51985,7.89334,6.59014,6.9391,6.51435,7.09993,9.0366,8.37615,7.43551,6.84952,6.84521
9.30961,6.59632,5.88819,7.41746,8.87822,5.7476,9.95377,8.78187,10.81625,9.62454,9.20751,7.67561,10.2273,8.96783,9.28163,6.33072,7.86269,6.60129,7.54499,7.52034,7.97618,6.59069,6.85277,6.51435,7.28383,9.03811,8.3764,7.42899,6.76704,6.83669
9.30852,6.59632,5.80984,7.50824,8.87329,5.74759,9.85981,8.78208,10.82687,9.62289,9.20927,7.6706,10.2273,9.0526,9.18738,6.2519,8.03102,6.51666,7.71073,7.60494,7.97618,6.59203,6.93688,6.51455,7.19786,8.95524,8.3764,7.42641,6.76769,6.84416
9.39378,6.59632,5.89517,7.4138,8.77717,5.83247,9.76108,8.78056,10.82926,9.62164,9.13154,7.67138,10.2273,9.0522,9.11129,6.25427,7.86352,6.51706,7.62043,7.605,7.97642,6.58857,7.02283,6.51455,7.10876,8.95291,8.37507,7.43392,6.93697,6.84217
9.21542,6.59612,5.80922,7.49994,8.87615,5.7477,9.95355,8.77658,10.72198,9.61247,9.2122,7.67477,10.2273,9.04985,9.19944,6.24776,7.86112,6.51706,7.62961,7.60141,7.97642,6.59071,6.93846,6.51455,7.19891,9.02981,8.36274,7.43381,7.02148,6.66982
9.38954,6.59612,5.81005,7.59019,8.7878,5.7443,9.85483,8.78173,10.83485,9.62426,9.21559,7.5875,10.2273,9.04493,9.11624,6.42257,7.94664,6.51666,7.62519,7.59935,7.97618,6.59039,7.02013,6.51435,7.1169,9.12595,8.44543,7.33864,7.02146,6.67726
9.3889,6.59632,5.80896,7.59247,8.78607,5.65147,9.86917,8.69579,10.73051,9.61356,9.21017,7.6743,10.2273,9.05241,9.11655,6.34074,7.94748,6.51706,7.542,7.60472,7.97642,6.59002,6.93882,6.51435,7.11756,9.03293,8.62998,7.43286,6.93682,6.75804
9.30629,6.59632,5.81028,7.5861,8.79384,5.74416,9.86799,8.78028,10.82313,9.62454,9.13326,7.67547,10.2273,9.04856,9.11637,6.34154,7.9435,6.51706,7.71352,7.60214,7.97642,6.67596,6.93821,6.51455,7.11735,9.035,8.45016,7.34706,7.0167,6.67709
9.22501,6.59632,5.72386,7.48906,8.78068,5.74508,9.77831,8.78153,10.83109,9.62368,9.21786,7.59024,10.22688,8.96592,9.11634,6.42468,8.03116,6.51666,7.62897,7.51733,7.97618,6.67424,6.93888,6.51455,7.11768,9.04183,8.36905,7.25928,6.83671,6.84206
