ID,Vessel,ware,collection,percent_complete
CA230428_5,CA230428,Tuza,Catambuco - San Damián,1
CA230428_6,CA230428,Tuza,Catambuco - San Damián,1
CA230428_7,CA230428,Tuza,Catambuco - San Damián,1
CA230428_8,CA230428,Tuza,Catambuco - San Damián,1
CA230428_9,CA230428,Tuza,Catambuco - San Damián,1
CA230428_10,CA230428,Tuza,Catambuco - San Damián,1
CA230428_11,CA230428,Tuza,Catambuco - San Damián,1
CA230428_12,CA230428,Tuza,Catambuco - San Damián,1
CA230428_13,CA230428,Tuza,Catambuco - San Damián,1
CA230428_14,CA230428,Tuza,Catambuco - San Damián,1
CA230428_15,CA230428,Tuza,Catambuco - San Damián,1
CA230428_16,CA230428,Tuza,Catambuco - San Damián,1
CA230428_17,CA230428,Tuza,Catambuco - San Damián,1
CA230428_18,CA230428,Tuza,Catambuco - San Damián,1
CA230428_19,CA230428,Tuza,Catambuco - San Damián,1
CA230428_20,CA230428,Tuza,Catambuco - San Damián,1
CA230428_21,CA230428,Tuza,Catambuco - San Damián,1
CA230428_22,CA230428,Tuza,Catambuco - San Damián,1
CA230428_23,CA230428,Tuza,Catambuco - San Damián,1
CA230428_24,CA230428,Tuza,Catambuco - San Damián,1
CA230428_25,CA230428,Tuza,Catambuco - San Damián,1
CA230428_26,CA230428,Tuza,Catambuco - San Damián,1
CA230428_27,CA230428,Tuza,Catambuco - San Damián,1
CA230428_28,CA230428,Tuza,Catambuco - San Damián,0.99830491
CA230428_29,CA230428,Tuza,Catambuco - San Damián,0.997940904
CA230428_30,CA230428,Tuza,Catambuco - San Damián,0.997132793
CA230428_31,CA230428,Tuza,Catambuco - San Damián,0.996214357
CA230428_32,CA230428,Tuza,Catambuco - San Damián,0.998280083
CA230428_33,CA230428,Tuza,Catambuco - San Damián,0.998630027
CA230428_34,CA230428,Tuza,Catambuco - San Damián,0.997514831
CA230428_35,CA230428,Tuza,Catambuco - San Damián,0.997929029
CA230428_36,CA230428,Tuza,Catambuco - San Damián,0.99930841
CA230429_1,CA230429,Tuza,Catambuco - San Damián,1
CA230429_2,CA230429,Tuza,Catambuco - San Damián,1
CA230429_3,CA230429,Tuza,Catambuco - San Damián,1
CA230429_4,CA230429,Tuza,Catambuco - San Damián,1
CA230429_5,CA230429,Tuza,Catambuco - San Damián,1
CA230429_6,CA230429,Tuza,Catambuco - San Damián,1
CA230429_7,CA230429,Tuza,Catambuco - San Damián,1
CA230429_8,CA230429,Tuza,Catambuco - San Damián,1
CA230429_9,CA230429,Tuza,Catambuco - San Damián,1
CA230429_10,CA230429,Tuza,Catambuco - San Damián,1
CA230429_11,CA230429,Tuza,Catambuco - San Damián,1
CA230429_12,CA230429,Tuza,Catambuco - San Damián,1
CA230429_13,CA230429,Tuza,Catambuco - San Damián,1
CA230429_14,CA230429,Tuza,Catambuco - San Damián,0.99588549
CA230429_15,CA230429,Tuza,Catambuco - San Damián,0.995604056
CA230429_16,CA230429,Tuza,Catambuco - San Damián,0.996045587
CA230429_17,CA230429,Tuza,Catambuco - San Damián,1
CA230429_18,CA230429,Tuza,Catambuco - San Damián,1
CA230429_19,CA230429,Tuza,Catambuco - San Damián,1
CA230429_20,CA230429,Tuza,Catambuco - San Damián,1
CA230429_21,CA230429,Tuza,Catambuco - San Damián,1
CA230429_22,CA230429,Tuza,Catambuco - San Damián,1
CA230429_23,CA230429,Tuza,Catambuco - San Damián,1
CA230429_24,CA230429,Tuza,Catambuco - San Damián,1
CA230429_25,CA230429,Tuza,Catambuco - San Damián,1
CA230429_26,CA230429,Tuza,Catambuco - San Damián,1
CA230429_27,CA230429,Tuza,Catambuco - San Damián,1
CA230429_28,CA230429,Tuza,Catambuco - San Damián,1
CA230429_29,CA230429,Tuza,Catambuco - San Damián,0.998143687
CA230429_30,CA230429,Tuza,Catambuco - San Damián,0.99781344
CA230429_31,CA230429,Tuza,Catambuco - San Damián,0.997104547
CA230429_32,CA230429,Tuza,Catambuco - San Damián,0.996211243
CA230429_33,CA230429,Tuza,Catambuco - San Damián,0.995935899
CA230429_34,CA230429,Tuza,Catambuco - San Damián,0.996226124
CA230429_35,CA230429,Tuza,Catambuco - San Damián,0.997211431
CA230429_36,CA230429,Tuza,Catambuco - San Damián,0.997925191
CA230430_1,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_2,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_3,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_4,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_5,CA230430,Tuza - Red slip,Catambuco - San Damián,0.996021454
CA230430_6,CA230430,Tuza - Red slip,Catambuco - San Damián,0.996943441
CA230430_7,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_8,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_9,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_10,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_11,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_12,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_13,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_14,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_15,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_16,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_17,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_18,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_19,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_20,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_21,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_22,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_23,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_24,CA230430,Tuza - Red slip,Catambuco - San Damián,0.995884375
CA230430_25,CA230430,Tuza - Red slip,Catambuco - San Damián,0.984661083
CA230430_26,CA230430,Tuza - Red slip,Catambuco - San Damián,0.983042565
CA230430_27,CA230430,Tuza - Red slip,Catambuco - San Damián,0.990216804
CA230430_28,CA230430,Tuza - Red slip,Catambuco - San Damián,0.997885211
CA230430_29,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_30,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_31,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_32,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_33,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_34,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_35,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230430_36,CA230430,Tuza - Red slip,Catambuco - San Damián,1
CA230715_1,CA230715,Tuza,Museo del Oro,1
CA230715_2,CA230715,Tuza,Museo del Oro,1
CA230715_3,CA230715,Tuza,Museo del Oro,1
CA230715_4,CA230715,Tuza,Museo del Oro,1
CA230715_5,CA230715,Tuza,Museo del Oro,1
CA230715_6,CA230715,Tuza,Museo del Oro,1
CA230715_7,CA230715,Tuza,Museo del Oro,1
CA230715_8,CA230715,Tuza,Museo del Oro,1
CA230715_9,CA230715,Tuza,Museo del Oro,1
CA230715_10,CA230715,Tuza,Museo del Oro,1
CA230715_11,CA230715,Tuza,Museo del Oro,1
CA230715_12,CA230715,Tuza,Museo del Oro,1
CA230715_13,CA230715,Tuza,Museo del Oro,1
CA230715_14,CA230715,Tuza,Museo del Oro,1
CA230715_15,CA230715,Tuza,Museo del Oro,1
CA230715_16,CA230715,Tuza,Museo del Oro,1
CA230715_17,CA230715,Tuza,Museo del Oro,1
CA230715_18,CA230715,Tuza,Museo del Oro,1
CA230715_19,CA230715,Tuza,Museo del Oro,1
CA230715_20,CA230715,Tuza,Museo del Oro,1
CA230715_21,CA230715,Tuza,Museo del Oro,1
CA230715_22,CA230715,Tuza,Museo del Oro,1
CA230715_23,CA230715,Tuza,Museo del Oro,1
CA230715_24,CA230715,Tuza,Museo del Oro,1
CA230715_25,CA230715,Tuza,Museo del Oro,1
CA230715_26,CA230715,Tuza,Museo del Oro,1
CA230715_27,CA230715,Tuza,Museo del Oro,1
CA230715_28,CA230715,Tuza,Museo del Oro,1
CA230715_29,CA230715,Tuza,Museo del Oro,1
CA230715_30,CA230715,Tuza,Museo del Oro,1
CA230715_31,CA230715,Tuza,Museo del Oro,1
CA230715_32,CA230715,Tuza,Museo del Oro,1
CA230715_33,CA230715,Tuza,Museo del Oro,1
CA230715_34,CA230715,Tuza,Museo del Oro,1
CA230715_35,CA230715,Tuza,Museo del Oro,1
CA230715_36,CA230715,Tuza,Museo del Oro,1
CA230717_1,CA230717,Piartal - 1,Museo del Oro,1
CA230717_2,CA230717,Piartal - 1,Museo del Oro,1
CA230717_3,CA230717,Piartal - 1,Museo del Oro,1
CA230717_4,CA230717,Piartal - 1,Museo del Oro,1
CA230717_5,CA230717,Piartal - 1,Museo del Oro,1
CA230717_6,CA230717,Piartal - 1,Museo del Oro,1
CA230717_7,CA230717,Piartal - 1,Museo del Oro,1
CA230717_8,CA230717,Piartal - 1,Museo del Oro,1
CA230717_9,CA230717,Piartal - 1,Museo del Oro,1
CA230717_10,CA230717,Piartal - 1,Museo del Oro,1
CA230717_11,CA230717,Piartal - 1,Museo del Oro,1
CA230717_12,CA230717,Piartal - 1,Museo del Oro,1
CA230717_13,CA230717,Piartal - 1,Museo del Oro,1
CA230717_14,CA230717,Piartal - 1,Museo del Oro,1
CA230717_15,CA230717,Piartal - 1,Museo del Oro,1
CA230717_16,CA230717,Piartal - 1,Museo del Oro,1
CA230717_17,CA230717,Piartal - 1,Museo del Oro,1
CA230717_18,CA230717,Piartal - 1,Museo del Oro,1
CA230717_19,CA230717,Piartal - 1,Museo del Oro,1
CA230717_20,CA230717,Piartal - 1,Museo del Oro,1
CA230717_21,CA230717,Piartal - 1,Museo del Oro,1
CA230717_22,CA230717,Piartal - 1,Museo del Oro,1
CA230717_23,CA230717,Piartal - 1,Museo del Oro,1
CA230717_24,CA230717,Piartal - 1,Museo del Oro,1
CA230717_25,CA230717,Piartal - 1,Museo del Oro,1
CA230717_26,CA230717,Piartal - 1,Museo del Oro,1
CA230717_27,CA230717,Piartal - 1,Museo del Oro,1
CA230717_28,CA230717,Piartal - 1,Museo del Oro,1
CA230717_29,CA230717,Piartal - 1,Museo del Oro,1
CA230717_30,CA230717,Piartal - 1,Museo del Oro,1
CA230717_31,CA230717,Piartal - 1,Museo del Oro,1
CA230717_32,CA230717,Piartal - 1,Museo del Oro,1
CA230717_33,CA230717,Piartal - 1,Museo del Oro,1
CA230717_34,CA230717,Piartal - 1,Museo del Oro,1
CA230717_35,CA230717,Piartal - 1,Museo del Oro,1
CA230717_36,CA230717,Piartal - 1,Museo del Oro,1
CA230718_1,CA230718,Tuza,Museo del Oro,1
CA230718_2,CA230718,Tuza,Museo del Oro,1
CA230718_3,CA230718,Tuza,Museo del Oro,1
CA230718_4,CA230718,Tuza,Museo del Oro,1
CA230718_5,CA230718,Tuza,Museo del Oro,1
CA230718_6,CA230718,Tuza,Museo del Oro,1
CA230718_7,CA230718,Tuza,Museo del Oro,1
CA230718_8,CA230718,Tuza,Museo del Oro,1
CA230718_9,CA230718,Tuza,Museo del Oro,1
CA230718_10,CA230718,Tuza,Museo del Oro,1
CA230718_11,CA230718,Tuza,Museo del Oro,1
CA230718_12,CA230718,Tuza,Museo del Oro,1
CA230718_13,CA230718,Tuza,Museo del Oro,1
CA230718_14,CA230718,Tuza,Museo del Oro,1
CA230718_15,CA230718,Tuza,Museo del Oro,1
CA230718_16,CA230718,Tuza,Museo del Oro,1
CA230718_17,CA230718,Tuza,Museo del Oro,1
CA230718_18,CA230718,Tuza,Museo del Oro,1
CA230718_19,CA230718,Tuza,Museo del Oro,1
CA230718_20,CA230718,Tuza,Museo del Oro,1
CA230718_21,CA230718,Tuza,Museo del Oro,1
CA230718_22,CA230718,Tuza,Museo del Oro,1
CA230718_23,CA230718,Tuza,Museo del Oro,1
CA230718_24,CA230718,Tuza,Museo del Oro,1
CA230718_25,CA230718,Tuza,Museo del Oro,1
CA230718_26,CA230718,Tuza,Museo del Oro,1
CA230718_27,CA230718,Tuza,Museo del Oro,1
CA230718_28,CA230718,Tuza,Museo del Oro,1
CA230718_29,CA230718,Tuza,Museo del Oro,1
CA230718_30,CA230718,Tuza,Museo del Oro,1
CA230718_31,CA230718,Tuza,Museo del Oro,1
CA230718_32,CA230718,Tuza,Museo del Oro,1
CA230718_33,CA230718,Tuza,Museo del Oro,1
CA230718_34,CA230718,Tuza,Museo del Oro,1
CA230718_35,CA230718,Tuza,Museo del Oro,1
CA230718_36,CA230718,Tuza,Museo del Oro,1
CA230724_1,CA230724,Tuza,Museo del Oro,1
CA230724_2,CA230724,Tuza,Museo del Oro,1
CA230724_3,CA230724,Tuza,Museo del Oro,1
CA230724_4,CA230724,Tuza,Museo del Oro,0.996094443
CA230724_5,CA230724,Tuza,Museo del Oro,0.993179322
CA230724_6,CA230724,Tuza,Museo del Oro,0.991696176
CA230724_7,CA230724,Tuza,Museo del Oro,0.992702407
CA230724_8,CA230724,Tuza,Museo del Oro,0.992353158
CA230724_9,CA230724,Tuza,Museo del Oro,0.991760837
CA230724_10,CA230724,Tuza,Museo del Oro,0.992400098
CA230724_11,CA230724,Tuza,Museo del Oro,0.993080009
CA230724_12,CA230724,Tuza,Museo del Oro,0.991035874
CA230724_13,CA230724,Tuza,Museo del Oro,0.991247265
CA230724_14,CA230724,Tuza,Museo del Oro,0.996028205
CA230724_15,CA230724,Tuza,Museo del Oro,0.999320912
CA230724_16,CA230724,Tuza,Museo del Oro,1
CA230724_17,CA230724,Tuza,Museo del Oro,1
CA230724_18,CA230724,Tuza,Museo del Oro,1
CA230724_19,CA230724,Tuza,Museo del Oro,1
CA230724_20,CA230724,Tuza,Museo del Oro,1
CA230724_21,CA230724,Tuza,Museo del Oro,1
CA230724_22,CA230724,Tuza,Museo del Oro,1
CA230724_23,CA230724,Tuza,Museo del Oro,1
CA230724_24,CA230724,Tuza,Museo del Oro,1
CA230724_25,CA230724,Tuza,Museo del Oro,0.993518923
CA230724_26,CA230724,Tuza,Museo del Oro,0.990711346
CA230724_27,CA230724,Tuza,Museo del Oro,0.991236186
CA230724_28,CA230724,Tuza,Museo del Oro,0.992139606
CA230724_29,CA230724,Tuza,Museo del Oro,0.992558031
CA230724_30,CA230724,Tuza,Museo del Oro,0.993009215
CA230724_31,CA230724,Tuza,Museo del Oro,0.99608748
CA230724_32,CA230724,Tuza,Museo del Oro,0.997608016
CA230724_33,CA230724,Tuza,Museo del Oro,0.997828502
CA230724_34,CA230724,Tuza,Museo del Oro,0.998067043
CA230724_35,CA230724,Tuza,Museo del Oro,0.997458292
CA230724_36,CA230724,Tuza,Museo del Oro,0.99841464
